productname,brand,price,pagelink,condition,conditiondetails,exteriorcolor,exteriormaterial,hardware,accessories,brandcode,measurements,itemnr,claircode,fulldescr
"Cosmopolis Tote Leather Item Number: 47659/79"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/47659-79_20Gucci_20Cosmopolis_20Tote_20Leather_2D_0002_grande.jpg?v=1575952798"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""520"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-cosmopolis-tote-leather4765979?variant=30930719735878""
            }}
</script>
",Gucci,"
            $520
        ",/collections/gucci/products/handbags-gucci-cosmopolis-tote-leather4765979,Great,". Wear on base corners, splitting strap base wax edges, minimal wear in interior, scratches on hardware.",,,,With Strap,,"Handle Drop 4&quot;, Height 13.5&quot;, Width 12.5&quot;, Depth 4.5&quot;, Strap Drop 15&quot;",47659/79,,"This Gucci Cosmopolis Tote Leather, crafted in bicolor black and blue leather, features dual-rolled leather handles, embossed Gucci logo at front, front zip pocket and silver-tone hardware. Its zip closure opens to a black fabric interior with zip and slip pockets"
"Nymphaea Top Handle Bag Leather Mini Item Number: 46953/161"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/46953-161_20Gucci_20Nymphaea_20Top_20Handle_20Bag_20Leather_20Mi_2D_0002_grande.jpg?v=1575952831"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""805"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-nymphaea-top-handle-bag-leather-mini46953161?variant=30969371721798""
            }}
</script>
",Gucci,"
            $805
        ",/collections/gucci/products/handbags-gucci-nymphaea-top-handle-bag-leather-mini46953161,Excellent,". Creasing on exterior sides, scratches on hardware.",,,,With Strap,,"Handle Drop 3.5&quot;, Height 6&quot;, Width 9&quot;, Depth 4&quot;, Strap Drop 20&quot;",46953/161,,"This Gucci Nymphaea Top Handle Bag Leather Mini is an everyday bag inspired by the water nymphs of Greek and Roman myth who wore pearls in their hair and gowns. Crafted in pink leather, it features a bamboo handle with pearls and gold-tone hardware. Its magnetic snap closure opens to a gray microfiber interior with zip and slip pockets"
"Arli Top Handle Bag Python Large Item Number: 47922/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/47922-1_20Gucci_20Arli_20Top_20Handle_20Bag_20Python_20Large_2D_0002_grande.jpg?v=1575952900"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2100"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-arli-top-handle-bag-python-large479221?variant=31053816627270""
            }}
</script>
",Gucci,"
            $2,100
        ",/collections/gucci/products/handbags-gucci-arli-top-handle-bag-python-large479221,Excellent,". Light scuffs and wear in interior, scratches on hardware.",,,,Dust Bag,,"Handle Drop 8&quot;, Height 7.5&quot;, Width 14.5&quot;, Depth 2.5&quot;",47922/1,,"This Gucci Arli Top Handle Bag Python Large, crafted from genuine brown python, features dual flat handles, GG emblem on front, exterior front and back open pockets, two gussets, and gold-tone hardware. Its zip closure opens to a red leather interior with zip and slip pockets"
"1973 Top Handle Bag Suede Medium Item Number: 47315/02"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/47315-02_20Gucci_201973_20Top_20Handle_20Bag_20Suede_20Medium_2D_0002_grande.jpg?v=1575952917"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""340"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-1973-top-handle-bag-suede-medium4731502?variant=31053905002566""
            }}
</script>
",Gucci,"
            $340
        ",/collections/gucci/products/handbags-gucci-1973-top-handle-bag-suede-medium4731502,Good,". Heavy wear and scuffs on exterior, small marks in interior, wear on opening trims, cracking on handle wax edges, scratches and tarnish on hardware.",,,,No Accessories,,"Handle Drop 4&quot;, Height 11&quot;, Width 13.5&quot;, Depth 6&quot;",47315/02,,"This Gucci 1973 Top Handle Bag Suede Medium, crafted from brown suede, features dual flat handles, vintage-style GG logo on the flap, protective base studs and gold-tone hardware. Its two-way zip closure opens to a black fabric interior with zip and slip pockets"
"Soho Clutch Leather Item Number: 47812/4"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/47812-4_20Gucci_20Soho_20Clutch_20Leather_2D_0002_grande.jpg?v=1575952937"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""480"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-soho-clutch-leather478124?variant=31062433890374""
            }}
</script>
",Gucci,"
            $480
        ",/collections/gucci/products/handbags-gucci-soho-clutch-leather478124,Very good,". Odor in interior. Wear on base corners, stains in interior, scratches on hardware.",,,,No Accessories,,"Height 6&quot;, Width 11&quot;, Depth 1.5&quot;",47812/4,,"This Gucci Soho Clutch Leather, crafted from purple leather, features leather tassels, embossed interlocking GG logo, and gold-tone hardware. Its hidden magnetic snap closure opens to a neutral fabric interior with zip and slip pockets"
"Dionysus Bag Embellished Suede Medium Item Number: 47920/5"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/47920-5_20Gucci_20Dionysus_20Bag_20Embellished_20Suede_20Mediu_2D_0002_grande.jpg?v=1575952937"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1400"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-dionysus-bag-embellished-suede-medium479205?variant=31062433628230""
            }}
</script>
",Gucci,"
            $1,400
        ",/collections/gucci/products/handbags-gucci-dionysus-bag-embellished-suede-medium479205,Very good,". Discoloration and wear on exterior, creasing underneath flap, scratches on hardware.",,,,No Accessories,,"Handle Drop 8&quot;, Height 8.5&quot;, Width 11.5&quot;, Depth 3&quot;, Strap Drop 14&quot;",47920/5,,"This Gucci Dionysus Bag Embellished Suede Medium, crafted from purple leather and suede, features chain link strap, textured tiger head spur detail on its flap, and aged silver-tone hardware. Its hidden push-pin closure opens to a purple leather interior divided into two compartments with middle zip compartment"
Jackie O Bag Python Medium,Gucci,"
            $515
        ",/collections/gucci/products/handbags-gucci-jackie-o-bag-python-medium5082389,Good,". Curling on exterior, heavy cracking and splitting on handle base wax edges, minor wear in interior, scratches on hardware.",Neutral,"Python, Exotic","Gold Tone Clair Code: HB.GC.JO.PY.ME Item Number: 50823/89"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/50823-89_20Gucci_20Jackie_20O_20Bag_20Python_20Medium_2D_0002_grande.jpg?v=1578399765"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""515"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-jackie-o-bag-python-medium5082389?variant=31297367048262""
            }}
</script>
",No Accessories,,"Handle Drop 7-8&quot;, Height 9.5&quot;, Width 15.5&quot;, Depth 2&quot;",50823/89,HB.GC.JO.PY.ME ," These are professional pictures of the actual bag offered by Rebag. This item can only be shipped within the United States. Estimated Retail Price: $3,950Condition: Good. Curling on exterior, heavy cracking and splitting on handle base wax edges, minor wear in interior, scratches on hardware.  Accessories: No Accessories  Measurements: Handle Drop 7-8&quot;, Height 9.5&quot;, Width 15.5&quot;, Depth 2&quot; Designer: Gucci Model: Jackie O Bag Python Medium Exterior Material: Python, Exotic Exterior Color: Neutral Interior Material: Canvas Interior Interior Color: Neutral Hardware Color: Gold Tone Clair Code: HB.GC.JO.PY.ME Item Number: 50823/89"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/50823-89_20Gucci_20Jackie_20O_20Bag_20Python_20Medium_2D_0002_grande.jpg?v=1578399765"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""515"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-jackie-o-bag-python-medium5082389?variant=31297367048262""
            }}
</script>
"
"Zumi Shoulder Bag Leather Small Item Number: 46920/3"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/46920-3_20Gucci_20Zumi_20Shoulder_20Bag_20Leather_20Small_2D_0002_grande.jpg?v=1575952924"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1270"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-zumi-shoulder-bag-leather-small469203?variant=31053924008006""
            }}
</script>
",Gucci,"
            $1,270
        ",/collections/gucci/products/handbags-gucci-zumi-shoulder-bag-leather-small469203,Very good,". Minor scuffs on exterior, small marks in interior, scratches on hardware.",,,,No Accessories,,"Handle Drop 4&quot;, Height 6&quot;, Width 9.5&quot;, Depth 2&quot;, Strap Drop 22&quot;",46920/3,,"This Gucci Zumi Shoulder Bag Leather Small, crafted in black leather, features an adjustable leather handle, Marina chain shoulder strap, interlocking G Horsebit, and gold and silver-tone hardware. Its magnetic snap closure opens to a red leather interior with slip pockets"
Osiride Top Handle Bag Embellished Snakeskin Medium,Gucci,"
            $2,705
        ",/collections/gucci/products/handbags-gucci-osiride-top-handle-bag-embellished-snakeskin-medium514641,Great,". Minor lifting of scales on exterior, handle and strap, faint glue stain on side. Creasing and small mark underneath flap, light scuffs in interior, scratches on hardware.",Neutral,"Exotic, Snakeskin","Gold Clair Code: HB.GC.OSI.EBSK.ME Item Number: 51464/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/51464-1_20Gucci_20Osiride_20Top_20Handle_20Bag_20Embellished_20S_2D_0002_grande.jpg?v=1578400021"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2705"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-osiride-top-handle-bag-embellished-snakeskin-medium514641?variant=31297366229062""
            }}
</script>
","Extra Strap, With Strap",,"Handle Drop 4.5&quot;, Height 9&quot;, Width 12&quot;, Depth 4&quot;, Strap Drop 16.5-20&quot;",51464/1,HB.GC.OSI.EBSK.ME ," These are professional pictures of the actual bag offered by Rebag. This item can only be shipped within the United States. Estimated Retail Price: $5,200Condition: Great. Minor lifting of scales on exterior, handle and strap, faint glue stain on side. Creasing and small mark underneath flap, light scuffs in interior, scratches on hardware.  Accessories: Extra Strap, With Strap  Measurements: Handle Drop 4.5&quot;, Height 9&quot;, Width 12&quot;, Depth 4&quot;, Strap Drop 16.5-20&quot; Designer: Gucci Model: Osiride Top Handle Bag Embellished Snakeskin Medium Exterior Material: Exotic, Snakeskin Exterior Color: Neutral Interior Material: Leather Interior Color: Neutral Hardware Color: Gold Clair Code: HB.GC.OSI.EBSK.ME Item Number: 51464/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/51464-1_20Gucci_20Osiride_20Top_20Handle_20Bag_20Embellished_20S_2D_0002_grande.jpg?v=1578400021"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2705"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-osiride-top-handle-bag-embellished-snakeskin-medium514641?variant=31297366229062""
            }}
</script>
"
"Nymphaea Top Handle Bag Leather Mini Item Number: 48887/20"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/48887-20_20Gucci_20Nymphaea_20Top_20Handle_20Bag_20Leather_20Min_2D_0002_grande.jpg?v=1575953024"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""900"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-nymphaea-top-handle-bag-leather-mini4888720?variant=31089909497926""
            }}
</script>
",Gucci,"
            $900
        ",/collections/gucci/products/handbags-gucci-nymphaea-top-handle-bag-leather-mini4888720,Excellent,". Light scuffs on exterior, minimal wear in interior, scratches on hardware.",,,,With Strap,,"Handle Drop 3.5&quot;, Height 5.5&quot;, Width 9&quot;, Depth 4.5&quot;, Strap Drop 20&quot;",48887/20,,"This Gucci Nymphaea Top Handle Bag Leather Mini, crafted in pink leather, features a bamboo handle with pearls and gold-tone hardware. Its magnetic snap closure opens to a gray microfiber interior with zip and slip pockets"
Logo Shopper Tote Coated Cotton Tall,Gucci,"
            $565
        ",/collections/gucci/products/handbags-gucci-logo-shopper-tote-coated-cotton-tall5056363,Very good,". Minor wear on base corners and in interior, scratches on hardware.",Black,Canvas Coated,,No Accessories,,"Handle Drop 4&quot;, Height 16.5&quot;, Width 14.5&quot;, Depth 4&quot;",50563/63,HB.GC.LSHT.CTCT.TA ," These are professional pictures of the actual bag offered by Rebag. Estimated Retail Price: $790Condition: Very good. Minor wear on base corners and in interior, scratches on hardware.  Accessories: No Accessories  Measurements: Handle Drop 4&quot;, Height 16.5&quot;, Width 14.5&quot;, Depth 4&quot; Designer: Gucci Model: Logo Shopper Tote Coated Cotton Tall Exterior Material: Canvas Coated Exterior Color: Black Interior Material: Fabric Interior Color: Black Clair Code: HB.GC.LSHT.CTCT.TA Item Number: 50563/63"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/50563-63_20Gucci_20Logo_20Shopper_20Tote_20Coated_20Cotton_20Tal_2D_0002_grande.jpg?v=1578984005"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""565"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-logo-shopper-tote-coated-cotton-tall5056363?variant=31305760145478""
            }}
</script>
"
"GG Ring Crossbody Bag Leather Small Item Number: 47660/2"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/47660-2_20Gucci_20GG_20Ring_20Crossbody_20Bag_20Leather_20Small_2D_0002_grande.jpg?v=1575952888"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1330"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-gucci-gg-ring-crossbody-bag-leather-small476602?variant=31035781382214""
            }}
</script>
",Gucci,"
            $1,330
        ",/collections/gucci/products/handbags-gucci-gg-ring-crossbody-bag-leather-small476602,Excellent,". Light scuffs on exterior and underneath flap, small indentations on rear, minimal wear in interior, scratches on hardware.",,,,"Box, Dust Bag",,"Height 6&quot;, Width 9.5&quot;, Depth 2.5&quot;, Strap Drop 14-18&quot;",47660/2,,"This Gucci GG Ring Crossbody Bag Leather Small, crafted from red leather, features GG logo at the front, flat leather strap, and gold tone hardware. Its flap closure opens to a blue fabric interior with zip pocket"
