productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Monogram Cartouchiere 26,https://www.fashionphile.com/louis-vuitton-monogram-cartouchiere-26-512022,"
                                                    $645                                            ",Louis Vuitton,,512022,Crossbody,9.75 ,8 ,2.75 ,19.75 ,Circa 1980s,,"We guarantee this is an authentic LOUIS VUITTON Monogram Cartouchiere 26 or 100% of your money back. This chic messenger shoulder bag is finely crafted of signature Louis Vuitton monogram on toile canvas. This bag features vachetta cowhide leather trim, a front flap belt closure, and an adjustable shoulder strap, as well as aged brass hardware. The front flap opens to a terra cotta colored cross-grain leather interior. This classic shoulder bag is ideal for everyday essentials with an accent of luxury and style, only from Louis Vuitton!",G,"Corner wear, scuffs , patina of vachetta , edge wear , curling , cracks, marks, liquid marks, sizing marks","Scratch(es) , tarnished, plating","Edge wear , patina , liquid marks, sizing marks","Scuffs , musty odor, marks, edge wea",
Damier Ebene Speedy 30,https://www.fashionphile.com/louis-vuitton-damier-ebene-speedy-30-512311,"
                                                    $1,040                                            ",Louis Vuitton,"1,160",512311,Handbags,12 ,8.5 ,7 ,3.25 ,2010,"dust bag, lock (keys not included)","We guarantee this is an authentic LOUIS VUITTON Damier Ebene Speedy 30 or 100% of your money back. This stylish doctor-style handbag is finely crafted of signature Louis Vuitton Damier checkered canvas in brown. The bag features dark chocolate brown rolled leather top handles and trim with brass hardware. The top zipper opens to a red fabric interior with a hanging patch pocket. This is a perfect handbag for any and all daily occasions, from Louis Vuitton!",Very G,"Corner wear, warped or bent, scuffs","Scratch(es) , tarnish","Surface wear , scuffs , wear at resin glazing","Residue marks , surface wear, cosmetics sc",Missing lock and/or key(s)
Monogram Turenne MM,https://www.fashionphile.com/louis-vuitton-monogram-turenne-mm-396726,"
                                                    $1,250                                            ",Louis Vuitton,"1,690",396726,Crossbody,11 ,10.5 ,5.5 ,19 ,2017,rap,"We guarantee this is an authentic LOUIS VUITTON Monogram Turenne MM or 100% of your money back. This stylish tote is crafted of Louis Vuitton monogram on toile pleated canvas. The shoulder bag features vachetta cowhide rolled leather top handles, an optional adjustable vachetta shoulder strap and polished brass hardware. The top zipper opens to a plum fabric interior with patch pockets. This classic handbag is perfect for your everyday essentials, with the luxury and style of Louis Vuitton!",Very G,"Corner wear, scuffs , structure wear , patina of vachetta , edge wear , marks, wear at resin glazing, tear or cut, liquid marks","Scratch(es) , plating","Wear at resin glazing, darkening , patina , liquid marks, sizing marks , marks","Residue marks , liquids marks, surface wear, pocket(s) stretched",
Monogram Reverse Palm Springs Backpack Mini,https://www.fashionphile.com/louis-vuitton-monogram-reverse-palm-springs-backpack-mini-496311,"
                                                    $2,295                                            ",Louis Vuitton,,496311,Backpacks,6 ,8.75 ,3 ,18 ,2019,"dust bag, 2 strap","We guarantee this is an authentic LOUIS VUITTON Monogram Reverse Palm Springs Backpack Mini or 100% of your money back. This stylish petite backpack features a body of two toned monogram coated canvas in light brown with a dark brown front pocket. The bag features a black leather top handle, long adjustable and removable shoulder straps, and a front zipper pocket. The top zipper opens to a black nylon fabric with a patch pocket. This is a versatile backpack with timeless appeal, perfect for everyday essentials, from Louis Vuitton!",Excell,Warped or ben,Scratch(es),"Scuffs , sizing marks",,
Monogram Pegase 55,https://www.fashionphile.com/louis-vuitton-monogram-pegase-55-511650,"
                                                    $1,505                                            ",Louis Vuitton,"3,650",511650,Handbags,14.5 ,21.5 ,8 ,17 ,2003,,"We guarantee this is an authentic LOUIS VUITTON Monogram Pegase 55 or 100% of your money back. This suitcase is crafted of durable Louis Vuitton monogram on toile canvas, with vachetta cowhide leather trim, top and side handles. The bag features a wide front pocket and a telescopic handle for wheeling the suitcase on the ground. The brass wrap-around zippers open the bag to a cocoa brown fabric interior. This is an excellent suitcase for travel of all sorts, from Louis Vuitton!",Very G,"Corner wear, scuffs , edge wear , pilling , marks, imprints, exposed piping, tear or cut, stretched leather/canvas","Scratch(es) , tarnish","Edge wear , scuffs , patina , marks, nick(s)","Musty odor, surface wear, stain(s)",
Vernis Thompson Street Beige,https://www.fashionphile.com/louis-vuitton-vernis-thompson-street-beige-511616,"
                                                    $425                                            ",Louis Vuitton,920,511616,Handbags,10.5 ,8.5 ,2 ,9.5 ,1999,dust bag,"We guarantee this is an authentic LOUIS VUITTON Vernis Thompson Street Beige or 100% of your money back. This stylish shoulder bag is created of Louis Vuitton monogram embossed vernis patent leather in beige. The shoulder bag features a vachetta leather cowhide shoulder strap, a full front flap and polished brass hardware. The flap opens to a matte leather interior with a patch pocket. This is an excellent shoulder bag for day with the luxury and style of Louis Vuitton!",Very G,"Scuffs , discoloration, color transf",Scratch(es),"Creases, scuffs , patina , sizing marks","k marks, creases",
Monogram Delightful MM,https://www.fashionphile.com/louis-vuitton-monogram-delightful-mm-445312,"
                                                    $1,505                                            ",Louis Vuitton,,445312,Handbags,14.25 ,12 ,5.5 ,7 ,2016,key ring,"We guarantee this is an authentic LOUIS VUITTON Monogram Delightful MM or 100% of your money back. This stylish hobo is finely crafted of classic Louis Vuitton monogram coated canvas. The bag features a looping vachetta cowhide leather shoulder strap and trim with polished brass hardware. The top is open to a brown on beige striped fabric interior with a zipper pocket. This is an excellent shoulder bag with luxury appeal, only from Louis Vuitton!",Very G,"Corner wear, scuffs , patina of vachetta , edge wear , marks, wear at resin glazing, liquid marks","Scratch(es) , plating","Scuffs , wear at resin glazing, patina , liquid marks","Residue marks , ink marks, surface wear, edge wea",
Monogram Giant Jungle Onthego Black Caramel,https://www.fashionphile.com/louis-vuitton-monogram-giant-jungle-onthego-black-caramel-511970,"
                                                    $4,160                                            ",Louis Vuitton,,511970,Handbags,16.5 ,12.5 ,6.5 ,12 ,2019,dust bag,"We guarantee this is an authentic LOUIS VUITTON Monogram Giant Jungle Onthego Black Caramel or 100% of your money back. This limited edition tote features oversized and smaller sized versions of the classic Louis Vuitton monogram in coated canvas jungle black with animal print side panels. The bag features monogrammed printed top handles and long strap handles. The top opens to a spacious striped textile interior with zipper and patch pockets. This is a gorgeous tote with an exceptional look for a day of play, from Louis Vuitton!",Excell,Corner wea,Faint scratch(es),,,
Calfskin Monogram Tufting On My Side Black,https://www.fashionphile.com/louis-vuitton-calfskin-monogram-tufting-on-my-side-black-512599,"
                                                    $4,205                                            ",Louis Vuitton,"3,950",512599,Crossbody,12 ,10 ,5.5 ,20 ,2019,"dust bag, strap","We guarantee this is an authentic LOUIS VUITTON Calfskin Monogram Tufting On My Side Black or 100% of your money back. This tote is crafted in an elegant grained calfskin and nappa leather in black. The bag features a patch pocket on either side, rolled black leather top handles, and an optional, adjustable shoulder strap with polished brass hardware. The bag opens with a matching brass turn lock to a golden yellow microfiber interior with zipper and patch pockets. This is the perfect bag for your everyday essentials, with the luxury and style of Louis Vuitton!",Excell,,Faint scratch(es),,,
Monogram Noe BB,https://www.fashionphile.com/louis-vuitton-monogram-noe-bb-512329,"
                                                    $2,045                                            ",Louis Vuitton,,512329,Crossbody,8.5 ,9.25 ,5.75 ,18.25 ,,,"We guarantee this is an authentic LOUIS VUITTON Monogram Noe BB or 100% of your money back. This classic bucket style shoulder bag is crafted of Louis Vuitton monogram on coated canvas. The shoulder bag features vachetta cowhide leather including a solid base, an adjustable shoulder strap, a top cinch strap, and polished brass hardware. This bag opens to a brown fabric interior that is ideal for everyday use, by Louis Vuitton!",Very G,"Patina of vachetta , edge wear , liquid marks, faint corner wea",,"Patina , liquid marks",,
Taurillon Capucines PM Galet,https://www.fashionphile.com/louis-vuitton-taurillon-capucines-pm-galet-512324,"
                                                    $4,315                                            ",Louis Vuitton,"4,800",512324,Crossbody,12.25 ,7.75 ,4.25 ,18 ,2018,"box, dust bag, strap",We guarantee this is an authentic LOUIS VUITTON Taurillon Capucines PM Galet or 100% of your money back. This beautiful bag is crafted of luxurious textured calf leather in light beige. The handbag features a single rolled leather reinforced top handle with stylized links and an optional shoulder strap with a crossover flap that inserts behind the prominent LV. This opens to a partitioned dark brown leather interior with a zipper pocket and handy D-ring clasp. This bag is ideal for day or evening wear with the luxury and style from Louis Vuitton!,Excell,Faint corner wea,Scratch(es),,Marks,
Olympe Stratus PM Ecru,https://www.fashionphile.com/louis-vuitton-olympe-stratus-pm-ecru-512191,"
                                                    $750                                            ",Louis Vuitton,"2,400",512191,Handbags,13.75 ,10.5 ,5.25 ,8.5 ,2007,,"We guarantee this is an authentic LOUIS VUITTON Olympe Stratus PM Ecru or 100% of your money back. The bag is distinctive and beautifully crafted of beige polished and quilted Louis Vuitton stitched monogram leather. The bag features a thick, twisted leather looping shoulder strap, gold polished hardware, and top bar closure with large geometric knob ends. The bar opens to a matching durable and stain resistant alcantara microfiber interior with a zipper pocket. This is a marvelous bag for everyday essentials and a chic bag for special events that call for the right touch of luxury and style from, Louis Vuitton!",Very G,"Corner wear, scuffs , marks",Scratch(es),"Marks, glue residu","Marks, glue residu",
