productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Lambskin Shearling Quilted CC Backpack Dark Green,https://www.fashionphile.com/chanel-lambskin-shearling-quilted-cc-backpack-dark-green-486430,"
                                                    $2,695                                            ",Chanel,"6,500",486430,Backpacks,6.75 ,10 ,4.25 ,14 ,,,"We guarantee this is an authentic CHANEL Lambskin Shearling Quilted CC Backpack Dark Green or 100% of your money back. This stylish backpack is crafted of soft diamond-quilted lambskin leather in dark green. It features shearling trim, an adjustable leather threaded gold chain-link shoulder straps and opens to a spacious shearling interior. This chic backpack is ideal for any day essentials with the timeless style of Chanel! ",Very G,Creases,Faint scratch(es),,,
Lambskin Quilted Drawstring Backpack Black,https://www.fashionphile.com/chanel-lambskin-quilted-drawstring-backpack-black-465648,"
                                                    $3,425                                            ",Chanel,"4,000",465648,Backpacks,12 ,13.5 ,5.25 ,18.5 ,2019,dust bag,"We guarantee this is an authentic CHANEL Lambskin Quilted Drawstring Backpack Black or 100% of your money back. This stylish backpack is beautifully crafted of soft and smooth diamond-quilted lambskin leather in black. It features polished gold chain link leather threaded shoulder straps with leather shoulder pads, a gold CC logo on the front and a leather drawstring closure. This opens to a spacious black fabric interior with a zipper pocket for everyday essentials with the timeless style of Chanel! ",Excell,"Scuffs , edge wear , faint corner wea",Scratch(es),Edge wear,Scuffs,
Caviar Quilted Jumbo Double Flap Black,https://www.fashionphile.com/chanel-caviar-quilted-jumbo-double-flap-black-490698,"
                                                    $4,855                                            ",Chanel,"6,400",490698,Crossbody,11.75 ,7.75 ,3.5 ,23.75 ,2015,"authenticity card, dust bag","We guarantee this is an authentic CHANEL Caviar Quilted Jumbo Double Flap Black or 100% of your money back. This stylish shoulder bag is crafted of diamond-quilted caviar leather in black. The shoulder bag features a leather threaded gold chain-link shoulder strap and a rear patch pocket. The crossover flap opens with a gold classic CC turn-lock to reveal an inner flap, front pocket, and a black leather interior with patch pockets. This is a chic shoulder bag, perfect for day or evening wear, from Chanel!",Excell,"Corner wear, imprints","Scratch(es) , plating",Edge wear,"Scuffs , marks, imprints",
Caviar Chevron Quilted New Medium Boy Flap Red,https://www.fashionphile.com/chanel-caviar-chevron-quilted-new-medium-boy-flap-red-488444,"
                                                    $4,950                                            ",Chanel,,488444,Crossbody,11.25 ,7.25 ,2.5 ,19.5 ,2018,"dust bag, authenticity card","We guarantee this is an authentic CHANEL Caviar Chevron Quilted New Medium Boy Flap Red or 100% of your money back. This chic shoulder bag is crafted of grained caviar leather in red. The shoulder bag features an aged gold link shoulder strap with a leather shoulder pad, a chevron-quilted flap with a linear quilted border and an aged gold CC push lock. The flap opens to a matching red fabric interior with zipper and patch pockets. This is an ideal shoulder bag for day or evening, from Chanel!",Excell,Faint corner wea,Protective plastic sticker(s) intact,,Protective plastic sticker(s) intac,
Caviar Quilted Jumbo Single Flap Beige Clair,https://www.fashionphile.com/chanel-caviar-quilted-jumbo-single-flap-beige-clair-417800,"
                                                    $4,045                                            ",Chanel,,417800,Handbags,11.75 ,7.5 ,3.25 ,13 ,2009,dust bag,"We guarantee this is an authentic CHANEL Caviar Quilted Jumbo Single Flap Beige Clair or 100% of your money back. This stylish shoulder bag is crafted of luxurious diamond-quilted caviar leather in beige. There are polished silver chain-link shoulder straps threaded with leather and the flap has a silver Chanel CC turn lock that opens to a matching leather interior with zipper and patch pockets. This shoulder bag is ideal for adding a splash of classic chic to your wardrobe, only from Chanel!",Excell,Scuffs,Faint scratch(es),,"Surface wear, popped stitch(es), edge wea",
Caviar Quilted CC Day Camera Case Pink,https://www.fashionphile.com/chanel-caviar-quilted-cc-day-camera-case-pink-486844,"
                                                    $2,515                                            ",Chanel,"3,500",486844,Crossbody,6 ,5.25 ,2.25 ,20.5 ,2018,authenticity card,We guarantee this is an authentic CHANEL Caviar Quilted CC Day Camera Case Pink or 100% of your money back. This chic crossbody is finely crafted of luxurious diamond quilted caviar leather in pink. The bag features a leather threaded gold chain shoulder strap and an exterior pocket with a gold Chanel classic CC turn lock. The top zipper opens to a pink fabric interior with a patch pocket. This is an ideal shoulder bag for day or evening with the timeless appeal of Chanel!,Excell,,"Scratch(es) , faint scratch(es)",Edge wear,,
Aged Calfskin Reissue 2.55 Tote Black,https://www.fashionphile.com/chanel-aged-calfskin-reissue-255-tote-black-491583,"
                                                    $1,520                                            ",Chanel,,491583,Handbags,11.75 ,10.25 ,5.5 ,11.5 ,,,We guarantee this is an authentic CHANEL Aged Calfskin Reissue 2.55 Tote Black or 100% of your money back. This chic shoulder bag is crafted of aged and semi-distressed diamond quilted calfskin leather. The shoulder bag features a full-length pocket on the front and rear and an extended top frame with ruthenium bijoux chain shoulder straps and a mademoiselle turn lock on the front. This opens to a black fabric partitioned interior with a central zipped compartment and patch pockets. This shoulder bag is ideal for everyday use with timeless style only from Chanel!,Very G,"Corner wear, edge wea",Scratch(es),,"Scuffs , musty odor, marks, pilling",
Calfskin Double Stitch Large Hamptons Shopping Tote Beige,https://www.fashionphile.com/chanel-calfskin-double-stitch-large-hamptons-shopping-tote-beige-444158,"
                                                    $1,180                                            ",Chanel,"3,200",444158,Handbags,16.25 ,12.5 ,4.5 ,7.25 ,2013,,We guarantee this is an authentic CHANEL Calfskin Double Stitch Large Hamptons Shopping Tote Beige or 100% of your money back. This stylish shopping tote is crafted of luxurious dark beige diamond stitched calfskin leather. The bag features silver chain link leather threaded shoulder straps threaded through each side with an open top spacious enough for all of your daytime necessities. Experience the refined contemporary styling of Chanel with this versatile bag!,Very G,"Corner wear, scuffs , ink mark(s), edge wear , frayed stitch(es)",Faint scratch(es),"Surface wear , edge wear","Musty odor, surface wear, marks, frayed stitch(es)",
Wool Velvet Quilted Parisian Stroll Messenger Navy,https://www.fashionphile.com/chanel-wool-velvet-quilted-parisian-stroll-messenger-navy-478843,"
                                                    $2,495                                            ",Chanel,"3,100",478843,Crossbody,11 ,7.5 ,3 ,19.5 ,2017,"dust bag, authenticity card, retail tags attached","We guarantee this is an authentic CHANEL Wool Velvet Quilted Parisian Stroll Messenger Navy or 100% of your money back. This stylish crossbody is beautifully crafted of velvet in a deep denim blue. This shoulder bag features a blue fabric strap with multicolor braided tweed and rope with the underside of tightly woven blue nylon. The front flap has a matching trim on the diamond stitched front flap and a gold CC logo. The flap opens to two small pockets and a spacious main compartment of blue satin with zipper and patch pockets. This is a fabulous handbag for everyday essentials, with the timeless style of Chanel! ",Excell,Faint scuffs,,,,
Caviar Quilted Mini Rectangular Flap Black,https://www.fashionphile.com/chanel-caviar-quilted-mini-rectangular-flap-black-451699,"
                                                    $4,260                                            ",Chanel,,451699,Crossbody,8 ,4.5 ,2.25 ,12 ,,authenticity card,"We guarantee this is an authentic CHANEL Caviar Quilted Mini Rectangular Flap Black or 100% of your money back. This chic mini crossbody classic is crafted of quilted caviar leather in black. The bag features a polished silver chain link leather threaded shoulder strap and a facing polished silver Classic CC turn lock. This opens the flap to a burgundy fabric interior with a zipper and patch pocket. This is an excellent evening bag or petite grab and go bag for just the essentials, by Chanel!",Excell,Faint corner wea,Scratch(es),Surface wear,Marks,
Aged Calfskin Quilted 2.55 Reissue 226 Flap Black,https://www.fashionphile.com/chanel-aged-calfskin-quilted-255-reissue-226-flap-black-488167,"
                                                    $4,945                                            ",Chanel,"6,400",488167,Crossbody,11 ,6.75 ,3.25 ,16.25 ,2009,"box, authenticity card","We guarantee this is an authentic CHANEL Aged Calfskin Quilted 2.55 Reissue 226 Flap Black or 100% of your money back. This stylish shoulder bag is crafted of aged diamond-quilted calfskin leather in black. The crossbody bag features a aged gold chain link shoulder strap and a matching mademoiselle turn lock on the crossover flap. The bag opens to a burgundy leather interior with patch pockets. This elegant shoulder bag is suitable for day or evening wear, with the timeless appeal of Chanel!",Excell,"Curling , marks",,,"Creases, scuffs",
Iridescent Goatskin Quilted New Medium Boy Flap Dark Gold,https://www.fashionphile.com/chanel-iridescent-goatskin-quilted-new-medium-boy-flap-dark-gold-432411,"
                                                    $5,450                                            ",Chanel,,432411,Crossbody,11.25 ,7 ,2.75 ,20 ,2016,dust bag,"We guarantee this is an authentic CHANEL Iridescent Goatskin Quilted New Medium Boy Flap Dark Gold or 100% of your money back. This popular flap bag in the larger size is crafted of iridescent dark gold goatskin leather with a brown sheen. It features an iridescent shoulder chain with a shoulder pad, a diamond-quilted flap with a linear-quilted border and an iridescent CC boy push lock. The flap opens to a black fabric interior with zipper and patch pockets. This is a lovely shoulder bag for anytime of day, from Chanel!",Excell,Corner wea,"Protective plastic sticker(s) intact, faint scratch(es)",Edge wear,"Scuffs , marks, protective plastic sticker(s) intac",
Glazed Calfskin Stitched On The Road Flap Blue,https://www.fashionphile.com/chanel-glazed-calfskin-stitched-on-the-road-flap-blue-457212,"
                                                    $1,015                                            ",Chanel,"1,995",457212,Handbags,12.75 ,8 ,4.75 ,8.25 ,,,"We guarantee this is an authentic CHANEL Glazed Calfskin Stitched On The Road Flap Blue or 100% of your money back. This chic vintage shoulder bag is crafted of luxuriously textured diamond quilted calfskin leather in blue. This stylish handbag features a looping leather shoulder strap and a front flap with a silver Chanel CC. The flap opens to a partitioned matching satin fabric interior with a zipper and patch pockets. This is a beautiful shoulder bag, ideal for everyday use, from Chanel!",G,"Corner wear, structure wear , structure loss , edge wea",Scratch(es),Scuffs,"Residue marks , scuffs , surface wear, edge wea",
Iridescent Calfskin Quilted All About Waist Belt Bag Beige,https://www.fashionphile.com/chanel-iridescent-calfskin-quilted-all-about-waist-belt-bag-beige-417524,"
                                                    $1,620                                            ",Chanel,"3,100",417524,Belt Bags,12.75 ,5.25 ,1.75 ,,,"box, dust bag, authenticity card",We guarantee this is an authentic CHANEL Iridescent Calfskin Quilted All About Waist Belt Bag Beige or 100% of your money back. This stylish waist bag is finely crafted of iridescent diamond quilted calfskin leather in beige. The bag features a polished light gold chain link and leather belt strap waist strap with adjustment links. The top zippers open to a fabric interior with a patch pocket for everyday essentials with the timeless style of Chanel!,Very G,"Scuffs , stain(s)",,"Creases, sizing marks",Surface wea,
Patent Quilted Extra Mini Rectangular Flap Black,https://www.fashionphile.com/chanel-patent-quilted-extra-mini-rectangular-flap-black-489584,"
                                                    $1,885                                            ",Chanel,,489584,Crossbody,6.75 ,4.25 ,2.25 ,20.25 ,Circa 1980s,,"We guarantee this is an authentic CHANEL Patent Quilted Extra Mini Rectangular Flap Black or 100% of your money back. The circa 1989-1991 stylish shoulder bag is crafted of shiny diamond quilted patent leather in black. This petite bag has a gold chain link crossbody shoulder strap with a gold Chanel CC turn lock. This opens the flap to a burgundy matte leather interior with zipper and patch pockets. This is an ideal bag for any occasion, from Chanel!",Very G,"Corner wear, creases, edge wear , cracks, imprints","Scratch(es) , tarnished, plating",,"Creases, scuffs , imprints",
Caviar Quilted Medallion Tote Beige,https://www.fashionphile.com/chanel-caviar-quilted-medallion-tote-beige-487119,"
                                                    $855                                            ",Chanel,"2,400",487119,Handbags,11.75 ,9.75 ,5.75 ,5.75 ,2004,,"We guarantee this is an authentic CHANEL Caviar Quilted Medallion Tote Beige or 100% of your money back. This classic tote is crafted of diamond-quilted textured caviar leather. It features tall rolled leather top handles and a CC logo patch. The top zipper opens to a smooth matching leather interior with zipper and patch pockets. This is an ideal shoulder bag for all occasions, from Chanel!",Very G,"Creases, scuffs , structure wear , edge wear , substantial corner wea",Scratch(es),"Creases, structure wear, frayed stitch(es)","Residue marks , ink marks, scuffs , musty odor, frayed stitch(es)",
Aged Calfskin Quilted Tassel Wallet On Chain WOC Dark Silver,https://www.fashionphile.com/chanel-aged-calfskin-quilted-tassel-wallet-on-chain-woc-dark-silver-491166,"
                                                    $2,605                                            ",Chanel,,491166,Clutch & Evening,7.5 ,5 ,1.75 ,23.5 ,Circa 2010s,authenticity card,"We guarantee this is an authentic CHANEL Aged Calfskin Quilted Tassel Wallet On Chain WOC Dark Silver or 100% of your money back. This chic and stylish wallet is crafted of luxuriously soft diamond quilted calfskin leather in dark silver. This crossbody bag features a polished ruthenium silver chain link leather threaded crossbody shoulder strap and a facing flap with a small ruthenium silver Chanel CC logo. The flap opens to a grey fabric interior with card slots, a zipper compartment, and patch pockets. Enjoy this versatile bag for your day or evening essentials, only from Chanel!",Excell,,Faint scratch(es),,mprints,
Calfskin Quilted Istanbul Flap Beige,https://www.fashionphile.com/chanel-calfskin-quilted-istanbul-flap-beige-487014,"
                                                    $1,125                                            ",Chanel,"3,400",487014,Handbags,9 ,8.75 ,4 ,10 ,2011,,"We guarantee this is an authentic CHANEL Calfskin Quilted Istanbul Flap Beige or 100% of your money back. This stylish handbag is finely crafted of diamond quilted dark beige leather with a small link chain accent border. It features ruthenium chain link shoulder straps threaded with beige leather and a large front gathered pattern Chanel CC logo. The top is open to a burgundy interior with zipper and patch pockets. This is a the perfect purse that is ideal for day or evening, from Chanel!",Very G,"Corner wear, scuffs , structure wear , liquid marks",,"Surface wear , edge wear , scuffs",Scuffs,
Caviar Quilted Timeless Clutch Black,https://www.fashionphile.com/chanel-caviar-quilted-timeless-clutch-black-468379,"
                                                    $2,015                                            ",Chanel,,468379,Clutch & Evening,10.75 ,5.75 ,2.25 ,,,"box, dust bag, authenticity card",We guarantee this is an authentic CHANEL Caviar Quilted Timeless Clutch Black or 100% of your money back. This stylish clutch is beautifully crafted of black diamond quilted caviar leather. The clutch features a polished silver kiss lock in the form of a Chanel CC logo that opens to a black leather interior with a zipper pocket. This stylish clutch will be ideal for any evening with the essentials from the one of a kind look by Chanel!,Excell,"Scuffs , edge wea","Scratch(es) , pitt",,"Scuffs ,  lining sticky , marks",
Metallic Crumpled Goatskin Chevron Quilted Reissue Clutch Bag Black Gold,https://www.fashionphile.com/chanel-metallic-crumpled-goatskin-chevron-quilted-reissue-clutch-bag-black-gold-422770,"
                                                    $2,070                                            ",Chanel,"4,500",422770,Clutch & Evening,7.75 ,4.5 ,1.75 ,,2018,"box, dust bag, authenticity card",We guarantee this is an authentic CHANEL Metallic Crumpled Goatskin Chevron Quilted Reissue Clutch Bag Black Gold or 100% of your money back. This Chanel is crafted of black and gold goatskin leather. The turn lock opens to a black leather interior. This bag can be used for everyday purposes and is a fabulous evening bag for parties and special events for an elegant Chanel look. ,Excell,,Tarnish,,Scuffs,
Patent Calfskin Quilted Reissue 2.55 Tote Khaki,https://www.fashionphile.com/chanel-patent-calfskin-quilted-reissue-255-tote-khaki-486653,"
                                                    $895                                            ",Chanel,"3,700",486653,Handbags,14.25 ,9.5 ,3.5 ,18.75 ,2011,,"We guarantee this is an authentic CHANEL Patent Calfskin Quilted Reissue 2.55 Tote Khaki or 100% of your money back. This stunning shoulder bag is crafted of diamond quilted patent calfskin leather in khaki brown. The bag features ruthenium bijoux chain shoulder straps and ruthenium squared faux Mademoiselle turn lock. The top opens with a magnetic button to a matching fabric interior with zipper and patch pockets. This is a stylish shoulder bag, ideal for everyday use, with the timeless style only from Chanel!",Very G,"Corner wear, creases, edge wear , indentations",Scratch(es),,"Liquids marks, scuffs , marks, stain(s)",
Lambskin Quilted Trendy CC Tote Navy,https://www.fashionphile.com/chanel-lambskin-quilted-trendy-cc-tote-navy-446423,"
                                                    $1,575                                            ",Chanel,"5,300",446423,Handbags,12.5 ,8.25 ,6 ,11 ,,dust bag,"We guarantee this is an authentic CHANEL Lambskin Quilted Trendy CC Tote Navy or 100% of your money back. This stylish large tote is crafted of padded diamond quilted lambskin in dark blue. The bag features leather threaded ruthenium chain link handles with leather shoulder pads, and a hanging Chanel CC charm. The top is open to a partitioned burgundy leather interior with a center zipper compartment, and zipper and patch pockets. This is an ideal tote for daytime wear, with the timeless style of Chanel!",G,"Corner wear, scuffs , edge wear , indentations, tear or cu",Scratch(es),"Edge wear , scuffs , structure wear","Scuffs , tear in lining, marks",
Caviar Quilted Expandable Zip Shoulder Bag Blue,https://www.fashionphile.com/chanel-caviar-quilted-expandable-zip-shoulder-bag-blue-451993,"
                                                    $1,160                                            ",Chanel,,451993,Handbags,17.25 ,12.25 ,1.5 ,8 ,2010,authenticity card,"We guarantee this is an authentic CHANEL Caviar Quilted Expandable Zip Shoulder Bag Blue or 100% of your money back. This stylish shoulder bag is crafted of diamond quilted blue caviar leather with a prominent CC logo. It features leather threaded silver chain shoulder straps with leather shoulder pad and an expandable base. The top is open to a dark beige fabric interior with zipper and flat pockets. This is an ideal shoulder bag for day or evening, from Chanel!",Very G,"Creases, edge wear , pilling , marks",Scratch(es),"Edge wear , scuffs , marks, structure wear","Musty odor, marks",
Metallic Aged Calfskin 2.55 Reissue 224 Flap Pewter,https://www.fashionphile.com/chanel-metallic-aged-calfskin-255-reissue-224-flap-pewter-484504,"
                                                    $3,145                                            ",Chanel,,484504,Handbags,7.75 ,5 ,3 ,21 ,,"box, dust bag","We guarantee this is an authentic CHANEL Metallic Aged Calfskin 2.55 Reissue 224 Flap Pewter or 100% of your money back. This stylish shoulder bag is beautifully crafted of diamond quilted metallic calfskin leather in pewter. The bag features a bijoux chain link shoulder straps and a squared mademoiselle turn lock both in the same striking silver. This opens to a second flap and a matching leather interior with pockets. This is a marvelous shoulder bag that is ideal for day or evening wear, from Chanel!",Excell,"dge wear , bowed bas",Scratch(es),,,
Aged Calfskin Quilted Gabrielle Wallet On Chain WOC Beige Black,https://www.fashionphile.com/chanel-aged-calfskin-quilted-gabrielle-wallet-on-chain-woc-beige-black-488463,"
                                                    $2,295                                            ",Chanel,"2,700",488463,Crossbody,7.5 ,4.5 ,1.25 ,24.25 ,2017,"box, dust bag, authenticity card","We guarantee this is an authentic CHANEL Aged Calfskin Quilted Gabrielle Wallet On Chain WOC Beige Black or 100% of your money back. This chic and stylish wallet is crafted of luxuriously soft diamond quilted calfskin leather in beige and black. This crossbody bag features an aged ruthenium chain link leather threaded crossbody shoulder strap and a facing flap with a small aged gold Chanel CC logo. The flap opens to a burgundy fabric interior with card slots, a zipper compartment, and patch pockets. Enjoy this versatile bag for your day or evening essentials, only from Chanel!",Excell,Nicks,Protective plastic sticker(s) intact,Edge wear,mprints,
Caviar Quilted Medium Urban Companion Flap Blue,https://www.fashionphile.com/chanel-caviar-quilted-medium-urban-companion-flap-blue-488066,"
                                                    $2,900                                            ",Chanel,"3,300",488066,Crossbody,8.75 ,7.25 ,3.25 ,21.5 ,2017,"box, dust bag, authenticity card",We guarantee this is an authentic CHANEL Caviar Quilted Medium Urban Companion Flap Blue or 100% of your money back. This chic shoulder bag is crafted of luxurious diamond-quilted caviar leather in powder blue. The bag features a leather-threaded silver chain shoulder strap and a flap with a silver CC turn lock. The flap opens to three compartments lined with grosgrain fabric and a patch pocket. Enjoy this fabulous flap bag with the timeless style of Chanel!,Excell,dge wea,"Pitted, faint scratch(es)",,,
Lambskin Quilted Mini Square Flap Black,https://www.fashionphile.com/chanel-lambskin-quilted-mini-square-flap-black-472944,"
                                                    $2,065                                            ",Chanel,"3,500",472944,Crossbody,8 ,6.25 ,2.5 ,20.75 ,2010,,We guarantee this is an authentic CHANEL Lambskin Quilted Mini Square Flap Black or 100% of your money back. This classic bag is finely composed of luxurious diamond quilted lambskin leather in black. The bag features a waist-length gold chain link leather threaded shoulder strap and a gold plated Chanel CC turn lock. This opens the front flap to a burgundy leather interior with a zipper and patch pockets. This classic shoulder bag is ideal for day or evening with the timeless quality and style of Chanel!,Very G,"Creases, scuffs","Plating wear , faint scratch(es)",Edge wear,"Scuffs , musty od",
Calfskin Quilted Mini Urban Spirit Backpack Dark Brown,https://www.fashionphile.com/chanel-calfskin-quilted-mini-urban-spirit-backpack-dark-brown-470920,"
                                                    $3,365                                            ",Chanel,"3,900",470920,Backpacks,6.5 ,8 ,4 ,13.5 ,2018,"authenticity card, dustbag","We guarantee this is an authentic CHANEL Calfskin Quilted Mini Urban Spirit Backpack Dark Brown or 100% of your money back. This stylish backpack is beautifully crafted of soft and smooth diamond-quilted calfskin leather in black. The backpack features polished gold chain link leather threaded shoulder straps, an exterior rear patch pocket, a facing external flap that opens with a polished gold Chanel CC turn lock and an open top that closes with a cinch cord. This opens to a black fabric interior with zipper and patch pockets for everyday essentials with the timeless style of Chanel! ",Excell,Creases,Scratch(es),,,
Metallic Crocodile Embossed Calfskin Cocodile Round Clutch with Chain Gold,https://www.fashionphile.com/chanel-metallic-crocodile-embossed-calfskin-cocodile-round-clutch-with-chain-gold-422071,"
                                                    $1,800                                            ",Chanel,,422071,Crossbody,4.75 ,4.75 ,2.25 ,23.25 ,2019,"authenticity card, dust bag, box","We guarantee this is an authentic CHANEL Metallic Crocodile Embossed Calfskin Cocodile Round Clutch with Chain Gold or 100% of your money back. This stylish round shoulder bag is crafted of luxurious metallic embossed calfskin leather in gold. This shoulder bag features an extra long aged gold chain link leather threaded shoulder strap and an aged gold Chanel CC. The top zipper opens to a black fabric interior with a patch pocket. This is a lovely shoulder bag for day or evening and just the essentials, from Chanel!",New,,,,,
Crocodile Embossed Calfskin Graffiti 2.55 Cocodile Reissue Wallet On Chain WOC Black Gold,https://www.fashionphile.com/chanel-crocodile-embossed-calfskin-graffiti-255-cocodile-reissue-wallet-on-chain-woc-black-gold-487402,"
                                                    $2,785                                            ",Chanel,,487402,Crossbody,7.75 ,5.25 ,1.25 ,22.5 ,2019,"box, authenticity card, dust bag","We guarantee this is an authentic CHANEL Crocodile Embossed Calfskin Graffiti 2.55 Cocodile Reissue Wallet On Chain WOC Black Gold or 100% of your money back. This edgy cross body bag is featured in ""Crocodile"" calfskin leather, embossed with a crocodile print and painted with gold graffiti. The hardware includes a long gold bijoux chain-link shoulder strap and a front gold squared Mademoiselle turn lock. The single flap opens to a compact black leather and fabric interior with card slots and flat pockets. This versatile wallet on chain is suitable for day or evening use from Chanel!",New,,Protective plastic sticker(s) intact,,Protective plastic sticker(s) intac,
Metallic Brocade Quilted Medium Double Flap Dark Grey,https://www.fashionphile.com/chanel-metallic-brocade-quilted-medium-double-flap-dark-grey-488781,"
                                                    $2,115                                            ",Chanel,"2,850",488781,Handbags,9.75 ,6 ,2.25 ,10.25 ,2010,"dust bag, authenticity card","We guarantee this is an authentic CHANEL Metallic Brocade Quilted Medium Double Flap Dark Grey or 100% of your money back. This sophisticated shoulder bag is crafted of metallic diamond quilted marble effect fabric with a metallic sheen.  The bag features a velvet and fabric threaded ruthenium chain link shoulder strap, and a facing flap with a gold classic CC turn lock.  This opens to reveal an inner flap, and a black leather interior with patch pockets. This is an ideal bag for evenings, with the timelessness of Chanel!",Excell,"Corner wear, edge wea","Scratch(es) , tarnished, plating",Frayed stitch(es),"Scuffs , marks",
Lambskin Perforated Medium Double Flap Blue,https://www.fashionphile.com/chanel-lambskin-perforated-medium-double-flap-blue-484124,"
                                                    $2,965                                            ",Chanel,,484124,Handbags,10 ,7 ,3 ,,,"authenticity card, dust bag",We guarantee this is an authentic CHANEL Lambskin Perforated Medium Double Flap Blue or 100% of your money back. This stunning shoulder bag is crafted of perforated diamond quilted lambskin leather. The bag features silver chain link shoulder straps threaded with leather and a facing flap with a silver Chanel CC Mademoiselle turn lock. This opens to a red leather interior. This is a marvelous shoulder bag ideal for day or evening with the timeless style only from Chanel! ,Excell,"Corner wear, edge wea",Scratch(es),Edge wear,"Scuffs , marks",
Lambskin Quilted Mini Square Flap Black,https://www.fashionphile.com/chanel-lambskin-quilted-mini-square-flap-black-444713,"
                                                    $2,565                                            ",Chanel,,444713,Crossbody,7.75 ,5.75 ,2.5 ,21 ,,,We guarantee this is an authentic CHANEL Lambskin Quilted Mini Square Flap Black or 100% of your money back. This classic bag is finely composed of luxurious diamond quilted lambskin leather in black. The bag features a waist-length gold chain link leather threaded shoulder strap and gold Chanel CC turn lock. This opens the front flap to a burgundy leather interior with zipper and patch pockets. This classic shoulder bag is ideal for day or evening with the timeless quality and style of Chanel!,Very G,"Corner wear, creases, scuffs , structure wea",Scratch(es),"Edge wear , scuffs","Residue marks , scuffs , surface wear, pocket(s) stretched",Serial number detached
Aged Calfskin Quilted Large Gabrielle Hobo Beige Black,https://www.fashionphile.com/chanel-aged-calfskin-quilted-large-gabrielle-hobo-beige-black-490248,"
                                                    $2,515                                            ",Chanel,"4,800",490248,Crossbody,12.25 ,10.25 ,4 ,17.5 ,2017,authenticity card,"We guarantee this is an authentic CHANEL Aged Calfskin Quilted Large Gabrielle Hobo Beige Black or 100% of your money back. This chic hobo is crafted of textured aged calfskin diamond-stitched leather in beige. The bag features a smooth black leather base, gradient gold, and ruthenium chain threaded leather shoulder strap, and black leather zipper pull with an aged gold CC logo. The top zipper pull opens to a spacious red fabric interior with patch and zipper pockets. This shoulder bag has room for all your essentials with the timeless style only from Chanel! ",Excell,"Scuffs , structure wear , marks",Faint scratch(es),Fray,Perfume or cologne od,
Caviar Quilted Medallion Tote Beige,https://www.fashionphile.com/chanel-caviar-quilted-medallion-tote-beige-484373,"
                                                    $1,215                                            ",Chanel,"2,400",484373,Handbags,11.75 ,9.25 ,5.75 ,6 ,,,"We guarantee this is an authentic CHANEL Caviar Quilted Medallion Tote Beige or 100% of your money back. This classic tote is crafted of diamond quilted caviar leather in beige. The bag features rolled leather top handles, and a prominent Chanel CC logo patch on the front. The gold medallion zipper pull opens to a smooth beige leather interior with zipper and patch pockets. This is an ideal shoulder bag for all occasions, from Chanel!",Very G,"Corner wear, color transfer , edge wea",Tarnish,"Edge wear , color transfer, structure wear","Residue marks , ink marks",
Sheepskin Chevron Quilted 2.55 Reissue 226 Flap Dark Pink,https://www.fashionphile.com/chanel-sheepskin-chevron-quilted-255-reissue-226-flap-dark-pink-471426,"
                                                    $3,865                                            ",Chanel,"6,400",471426,Handbags,11 ,7 ,3.5 ,18.5 ,2017,"dust bag, authenticity card, retail tag attached","We guarantee this is an authentic CHANEL Sheepskin Chevron Quilted 2.55 Reissue 226 Flap Dark Pink or 100% of your money back. This stylish shoulder bag is crafted of chevron quilted luxurious sheepskin leather in dark pink. The bag features gold bijoux chain link shoulder straps and a frontal flap with a gold Mademoiselle turn lock. This opens to a bright blue leather interior with patch pockets. This is a fabulous shoulder bag, perfect for any occasion, from Chanel!",Excell,Imprints,Faint scratch(es),,mprints,
Lambskin Quilted Small Single Flap Black,https://www.fashionphile.com/chanel-lambskin-quilted-small-single-flap-black-488413,"
                                                    $2,235                                            ",Chanel,,488413,Crossbody,8.25 ,5 ,2.75 ,20.25 ,2014,authenticity card,"We guarantee this is an authentic CHANEL Lambskin Quilted Small Single Flap Black or 100% of your money back. This classic flap bag is finely crafted of diamond quilted lambskin leather in black. The bag features a leather threaded polished gold chain link shoulder strap, and a matching gold plated classic CC turn lock on the crossover flap. This opens the bag to a smooth burgundy leather interior with zipper and patch pockets. This is a chic shoulder bag, suitable for day or evening wear, with the timeless quality and style of Chanel! ",Very G,"Corner wear, scuffs , structure wear , edge wear , marks","Scratch(es) , tarnish",Edge wear,"Scuffs , marks",
Lurex Boucle Medium Deauville Tote Black,https://www.fashionphile.com/chanel-lurex-boucle-medium-deauville-tote-black-484653,"
                                                    $3,480                                            ",Chanel,,484653,Handbags,15 ,13 ,8 ,12 ,2019,"authenticity card, dust bag","We guarantee this is an authentic CHANEL Lurex Boucle Medium Deauville Tote Black or 100% of your money back. This stylish hand bag is crafted of fine lurex boucle canvas in black with a gray embroidered Chanel Rue Cambon Paris logo. It features black rolled leather top handles, black fabric top trim and black fabric threaded silver chain shoulder straps. The top is open to a black fabric interior with zipper and patch pockets. This is a perfect everyday tote, from Chanel!",Excell,Faint corner wea,Scratch(es),Creases,Musty od,
