productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Calfskin Suede Web Small Ophidia Shoulder Bag Yellow,https://www.fashionphile.com/gucci-calfskin-suede-web-small-ophidia-shoulder-bag-yellow-457137,"
                                                    $1,260                                            ",Gucci,"1,980",457137,Crossbody,10 ,6.75 ,3 ,17.5 ,,dust bag,"We guarantee this is an authentic GUCCI Calfskin Suede Web Small Ophidia Shoulder Bag Yellow or 100% of your money back. This chic shoulder bag is crafted of suede patent leather with a leather trim. The bag features a polished gold chain shoulder strap, green and red web and gold hardware. This opens to a beige interior with a zipper and patch pocket with room for all of your daily essentials with sophisticated style only from Gucci!",Very G,"Discoloration, faint scuffs",Faint scratch(es),,,
Calfskin Animalier Medium Shoulder Bag White,https://www.fashionphile.com/gucci-calfskin-animalier-medium-shoulder-bag-white-457846,"
                                                    $1,230                                            ",Gucci,,457846,Crossbody,11 ,7.5 ,2.5 ,18 ,,dust bag,"We guarantee this is an authentic GUCCI Calfskin Animalier Medium Shoulder Bag White or 100% of your money back. This chic structured shoulder bag is crafted of smooth calfskin leather in white. It features a prominent front flap detailed with a crystal encrusted tiger, and a white leather adjustable shoulder strap with gold hardware. The flaps both open to a blue fabric interior with zipper and patch pockets. This is a one of a kind bag for a one of a kind look only from Gucci! ",Excell,,,,,
Pebbled Calfskin Small Soho Studded Disco Bag Soft Burgundy,https://www.fashionphile.com/gucci-pebbled-calfskin-small-soho-studded-disco-bag-soft-burgundy-440961,"
                                                    $805                                            ",Gucci,"1,250",440961,Crossbody,8 ,6.25 ,2.75 ,22.5 ,,dust bag,"We guarantee this is an authentic GUCCI Pebbled Calfskin Small Soho Studded Disco Bag Soft Burgundy or 100% of your money back. This stylish shoulder bag is crafted of richly grained calfskin leather in burgundy and features a leather adjustable shoulder strap and a prominent front silver studded interlocking GG logo. The hardware includes a studded leather tassel zipper pull which opens the bag to a natural canvas interior with patch pockets. This is a stylish day or evening bag, from Gucci!",Very G,"Creases, discoloration, smoothing of leather , edge wear , wear at resin glazing",Scratch(es),Sizing marks,Surface wea,
Dollar Calfskin Small GG Charm Dome Satchel Soft Pink,https://www.fashionphile.com/gucci-dollar-calfskin-small-gg-charm-dome-satchel-soft-pink-453185,"
                                                    $615                                            ",Gucci,,453185,Crossbody,9.5 ,7 ,5.25 ,18.5 ,,rap,"We guarantee this is an authentic GUCCI Dollar Calfskin Small GG Charm Dome Satchel Soft Pink or 100% of your money back. This chic tote is crafted of lightly grained leather in a dusty pink. The bag features rolled leather top handles, an optional shoulder strap and light gold hardware including a hanging GG medallion. The zipper opens to a spacious beige fabric interior with a patch pockets. This is an ideal tote for everyday wear, only from Gucci!",Very G,dge wea,"Scratch(es) , pitt",,Surface wea,
GG Plus Monogram Large Messenger Bag Dark Brown,https://www.fashionphile.com/gucci-gg-plus-monogram-large-messenger-bag-dark-brown-480085,"
                                                    $565                                            ",Gucci,835,480085,Crossbody,12.75 ,9.75 ,4 ,7.25 ,,dust bag,We guarantee this is an authentic GUCCI GG Plus Monogram Large Messenger Bag Dark Brown or 100% of your money back. This chic messenger bag is crafted of Gucci GG monogram coated canvas in beige and brown. It features an adjustable cross-body nylon shoulder strap and nylon trim with buckles closing the top flap. This opens to a mocha fabric interior with a zipper and patch pockets. This bag is ideal for everyday utility with the sophisticated style of Gucci!   ,Very G,"Corner wear, edge wear , glue residue , marks, faint scuffs","Scratch(es) , pitt","Sizing marks , pilling","Musty odor, surface wear, marks",
Suede Medium Hysteria Tote Brown,https://www.fashionphile.com/gucci-suede-medium-hysteria-tote-brown-498686,"
                                                    $380                                            ",Gucci,,498686,Handbags,13.5 ,9 ,5.25 ,2 ,,,"We guarantee this is an authentic GUCCI Suede Medium Hysteria Tote Brown or 100% of your money back. This is a stunning Gucci bag with an elegant and sophisticated look with refined features for every day. This bag is crafted of brown suede. The bag features matching suede strap top handles, ties at the sides, with a prominent gold-tone found Gucci emblem. The top unzips to a patterned fabric with a zippered pocket. This is a stunning bag with beautiful look that is functional as an ideal everyday bag for your everyday needs with the right touch of Gucci style and sophistication. ",G,Marks,Faint scratch(es),"Creases, structure wear","Marks, edge wea",
Calfskin Matelasse Mini GG Marmont Bag Black,https://www.fashionphile.com/gucci-calfskin-matelasse-mini-gg-marmont-bag-black-477390,"
                                                    $1,035                                            ",Gucci,,477390,Crossbody,7 ,4.75 ,2.25 ,24.25 ,,dust bag,"We guarantee this is an authentic GUCCI Calfskin Matelasse Mini GG Marmont Bag Black or 100% of your money back. This shoulder bag is crafted of smooth and supple calfskin leather in black. This bag features an aged gold chain with leather shoulder strap and an interlocking GG logo on the front. The bag opens to a beige microfiber interior with a flat pocket. This compact, yet spacious shoulder bag is perfect for any time of the day, from Gucci!",Excell,Creases,Faint scratch(es),Structure wear,Marks,
Calfskin Matelasse Small Pearl Studded GG Marmont Chain Shoulder Bag Black,https://www.fashionphile.com/gucci-calfskin-matelasse-small-pearl-studded-gg-marmont-chain-shoulder-bag-black-508283,"
                                                    $995                                            ",Gucci,"1,890",508283,Crossbody,9.5 ,5.75 ,2.75 ,23 ,,,"We guarantee this is an authentic GUCCI Calfskin Matelasse Small Pearl Studded GG Marmont Chain Shoulder Bag Black or 100% of your money back. This handbag is crafted of soft calfskin leather in black. This bag features gold and pearl studs, a leather and gold chain shoulder strap, and an interlocking GG logo enriched with pearls. The top zipper opens to a beige fabric interior with a patch pocket. This is the perfect everyday shoulder bag, from Gucci!",Excell,"dge wear , bowed base, faint corner wea",,Marks,Marks,
Calfskin Small Dionysus Web Floral Embroidered Shoulder Bag Hibiscus Red,https://www.fashionphile.com/gucci-calfskin-small-dionysus-web-floral-embroidered-shoulder-bag-hibiscus-red-512845,"
                                                    $1,240                                            ",Gucci,"3,800",512845,Handbags,11 ,6.5 ,2.75 ,14.25 ,,dust bag,We guarantee this is an authentic GUCCI Calfskin Small Dionysus Web Floral Embroidered Shoulder Bag Hibiscus Red or 100% of your money back. This bag is crafted of calfskin leather in red and features Gucci's classic web stripe in the center and a multicolor floral embroidery. This bag has an aged silver chain link shoulder strap and a prominent gold tiger head horseshoe spur closure. The front flap opens to a front pocket and a partitioned floral printed natural fiber interior with a central zipper compartment. This is a trendy shoulder bag with a classic sophisticated style from Gucci!,Excell,Frayed stitch(es),Faint scratch(es),,,
Calfskin Matelasse Mini GG Marmont Chain Bag Black,https://www.fashionphile.com/gucci-calfskin-matelasse-mini-gg-marmont-chain-bag-black-512575,"
                                                    $965                                            ",Gucci,,512575,Crossbody,8.25 ,4.75 ,1.25 ,22 ,,box,"We guarantee this is an authentic GUCCI Calfskin Matelasse Mini GG Marmont Chain Bag Black or 100% of your money back. This stylish handbag is crafted of soft chevron-quilted calfskin leather in black. This small bag features an antiqued gold chain crossbody strap and a matching gold interlocking GG logo on the front. The top zipper opens to a beige microfiber interior with a zipper pocket and card slots. This is the perfect everyday shoulder bag, from Gucci!",Very G,"Faint corner wear, faint scuffs, frayed stitch(es)",,,"Scuffs , marks, edge wea",
GG Supreme Monogram Small Backpack Black,https://www.fashionphile.com/gucci-gg-supreme-monogram-small-backpack-black-498035,"
                                                    $965                                            ",Gucci,"1,150",498035,Backpacks,8.5 ,11.5 ,4 ,9 ,,,"We guarantee this is an authentic GUCCI GG Supreme Monogram Small Backpack Black or 100% of your money back. This stylish backpack is crafted of Gucci GG monogram coated canvas. The bag features an external pocket, adjustable nylon shoulder straps and black leather trim with silver hardware. The top zipper opens to a spacious brown sueded interior with zipper and patch pockets. This chic backpack is perfect for everyday use, with the style of Gucci!",Very G,"Scuffs , marks",Faint scratch(es),,Surface wea,
GG Supreme Small Ophidia Belt Bag 85 34 Dark Brown,https://www.fashionphile.com/gucci-gg-supreme-small-ophidia-belt-bag-85-34-dark-brown-510985,"
                                                    $810                                            ",Gucci,"1,100",510985,Belt Bags,7.25 ,5 ,2.25 ,,,rap,We guarantee this is an authentic GUCCI GG Supreme Small Ophidia Belt Bag 85 34 Dark Brown or 100% of your money back. This chic belt bag is finely crafted of coated Gucci GG monogram coated canvas. The bag features a frontal zipper pocket and a web green and red center fabric detail with an adjustable leather belt strap with gold hardware. The top zipper opens to a beige microfiber interior with a path pocket. This is a fantastic bag for everyday essentials with the stylish sophistication of Gucci! ,Very G,,"Tarnished, faint scratch(es)",,Stain(s),
Perforated Calfskin Jackie O Hobo Black,https://www.fashionphile.com/gucci-perforated-calfskin-jackie-o-hobo-black-511999,"
                                                    $730                                            ",Gucci,,511999,Handbags,12.25 ,9 ,4.75 ,10 ,,dust bag,"We guarantee this is an authentic GUCCI Perforated Calfskin Jackie O Hobo Black or 100% of your money back. This bag is crafted of perforated calfskin leather in black with silver hardware. This bag features a looping leather shoulder strap and a crossover strap with a piston lock closure. This opens to a black interior with a matching zippered pouch. Satisfy your practical needs as well as your demand for style with this lovely shoulder bag, from Gucci!",Very G,"Corner wear, scuffs , edge wea",Scratch(es),"Surface wear , edge wear , scuffs","Scuffs , surface wea",
GG Supreme Monogram Web Ophidia Shoulder Bag Brown,https://www.fashionphile.com/gucci-gg-supreme-monogram-web-ophidia-shoulder-bag-brown-512391,"
                                                    $1,240                                            ",Gucci,"1,450",512391,Crossbody,17.75 ,13 ,3 ,12.5 ,,,We guarantee this is an authentic GUCCI GG Supreme Monogram Web Ophidia Shoulder Bag Brown or 100% of your money back. This Gucci hobo is beautifully crafted of traditional brown on beige Gucci GG canvas. The bag features a signature red and green web stripe with an adjustable chocolate brown cowhide leather shoulder strap. This opens to a white fabric interior with a zipper pocket. This is an excellent bag for all of your everyday needs that call for the special accent of stylish sophistication from Gucci! ,Excell,Corner wea,Faint scratch(es),Sizing marks,,
Pebbled Calfskin Small Soho Disco Bag Tabasco Red,https://www.fashionphile.com/gucci-pebbled-calfskin-small-soho-disco-bag-tabasco-red-498093,"
                                                    $965                                            ",Gucci,"1,190",498093,Crossbody,7.75 ,6.25 ,2.75 ,22.25 ,,dust bag,"We guarantee this is an authentic GUCCI Pebbled Calfskin Small Soho Disco Bag Tabasco Red or 100% of your money back. This stylish cross body bag is crafted of textured calfskin leather in red. This shoulder bag features an adjustable leather shoulder strap, a stitched interlocking GG logo and a polished brass knobbed leather tassel zipper pull. The top zipper opens to a natural fiber interior with patch pockets. This is a stylish and classic everyday bag, only from Gucci!",Very G,"Scuffs , edge wea",Faint scratch(es),,,
Coated Canvas Logo Tote Black,https://www.fashionphile.com/gucci-coated-canvas-logo-tote-black-490921,"
                                                    $425                                            ",Gucci,,490921,Handbags,14.5 ,17 ,4 ,,,,"We guarantee this is an authentic GUCCI Coated Canvas Logo Tote Black or 100% of your money back. This tote is crafted of black coated canvas with an orange Gucci boxed logo. The top opens to a spacious black fabric interior. This is a beautiful tote bag for all your necessities, only from Gucci!",New,,,,,
Dollar Calfskin Interlocking G Chain Wallet Red,https://www.fashionphile.com/gucci-dollar-calfskin-interlocking-g-chain-wallet-red-511690,"
                                                    $750                                            ",Gucci,"1,450",511690,Clutch & Evening,7.5 ,4.5 ,1.25 ,23.25 ,,"box, dust bag, strap","We guarantee this is an authentic GUCCI Dollar Calfskin Interlocking G Chain Wallet Red or 100% of your money back. This stylish chain wallet is crafted of textured calfskin leather in red. The shoulder bag features a crossover flap with a polished light gold interlocking Gucci GG logo, and an optional matching gold chain link crossbody strap. The flap opens to a compact red leather and black fabric interior with card slots and a zipper compartment. This is a beautiful crossbody wallet for everyday use, from Gucci!",Excell,,Faint scratch(es),,"Scuffs , marks",
GG Supreme Monogram Web Ophidia Wallet On Chain Brown,https://www.fashionphile.com/gucci-gg-supreme-monogram-web-ophidia-wallet-on-chain-brown-511631,"
                                                    $810                                            ",Gucci,890,511631,Clutch & Evening,7.5 ,3.75 ,1.25 ,23.75 ,,"dust bag, strap","We guarantee this is an authentic GUCCI GG Supreme Monogram Web Ophidia Wallet On Chain Brown or 100% of your money back. This stylish wallet is crafted of Gucci GG monogram coated canvas with a green and red web stripe and brown trim. This wallet features a snap button closure in gold and an optional gold chain shoulder strap. The flap opens to a built in mirror, and brown leather interior with card slots, zipper compartment, and a bill pocket. This is a trendy wallet with the chic style of Gucci!",Very G,"Corner wear, edge wea",Faint scratch(es),,Marks,
Grained Calfskin Small Print Belt Bag White,https://www.fashionphile.com/gucci-grained-calfskin-small-gucci-print-belt-bag-white-426815,"
                                                    $850                                            ",Gucci,,426815,Belt Bags,10.5 ,5.25 ,1.5 ,,,"box, dust bag",We guarantee this is an authentic GUCCI Grained Calfskin Small Gucci Print Belt Bag White or 100% of your money back. This belt bag is a white leather with a vintage Gucci logo. This bag has a nylon belt that can be worn as a belt bag on the hip or waist. The front zipper opens to a beige natural fiber interior. This stylish belt bag is perfect for any time of the day from Gucci!,Excell,,,"Sizing marks , pilling",,
GG Supreme Monogram Small Dionysus Shoulder Bag Black,https://www.fashionphile.com/gucci-gg-supreme-monogram-small-dionysus-shoulder-bag-black-508088,"
                                                    $1,660                                            ",Gucci,"2,390",508088,Crossbody,11 ,6.75 ,2.75 ,14.5 ,,dust bag,"We guarantee this is an authentic GUCCI GG Supreme Monogram Small Dionysus Shoulder Bag Black or 100% of your money back. This stylish shoulder bag is crafted of Gucci GG monogram coated canvas. The bag features gusseted black suede leather side panels, an aged silver chain-link shoulder strap, and a textured aged silver horseshoe closure with tiger head spurs on the crossover flap. The bag opens with a press-lock to a partitioned black suede and coated canvas interior with a central zipper pocket. This sophisticated shoulder bag is suitable for any occasion, from Gucci!",Very G,"Corner wear, edge wear , marks","Scratch(es) , pitted, lock or snap not functioning",,"Residue marks , marks, imprints, edge wea",
Calfskin Matelasse Mini GG Marmont Shoulder Bag Nude,https://www.fashionphile.com/gucci-calfskin-matelasse-mini-gg-marmont-shoulder-bag-nude-487770,"
                                                    $1,695                                            ",Gucci,"1,790",487770,Crossbody,8.25 ,5.75 ,2.5 ,22 ,,,"We guarantee this is an authentic GUCCI Calfskin Matelasse Mini GG Marmont Shoulder Bag Nude or 100% of your money back. This shoulder bag is crafted of smooth and supple calfskin leather in a dusty rose. This bag features a long-aged gold chain shoulder strap with a leather shoulder pad. The front crossover flap features an interlocking GG logo that opens to a microfiber interior with a patch pocket. This compact, yet spacious shoulder bag is perfect for any time of the day; whether it be for casual or formal wear, from Gucci!",Excell,"dge wear , imprints, faint corner wea",,,"Scuffs , marks",
Calfskin Matelasse Mini GG Marmont Bag Black White,https://www.fashionphile.com/gucci-calfskin-matelasse-mini-gg-marmont-bag-black-white-512057,"
                                                    $860                                            ",Gucci,"1,190",512057,Crossbody,7 ,4.5 ,2.25 ,22.5 ,,,"We guarantee this is an authentic GUCCI Calfskin Matelasse Mini GG Marmont Bag Black White or 100% of your money back. This shoulder bag is crafted of smooth and supple calfskin leather in striking black and white chevron pattern. This bag features an antiqued gold chain with a black leather shoulder strap and a frontal interlocking antiqued gold GG logo. The bag opens to a pink satin interior with a patch pocket. This compact, yet spacious shoulder bag is perfect for anytime of day and night, from Gucci!",G,"Scuffs , structure wear , color transfer , edge wear , faint corner wea",Scratch(es),,"Surface wear, marks, frayed stitch(es)",
Pebbled Calfskin Small Soho Disco Bag Camelia,https://www.fashionphile.com/gucci-pebbled-calfskin-small-soho-disco-bag-camelia-493187,"
                                                    $1,055                                            ",Gucci,"1,190",493187,Crossbody,8 ,6 ,3 ,21.5 ,,,"We guarantee this is an authentic GUCCI Pebbled Calfskin Small Soho Disco Bag Camelia or 100% of your money back. This stylish crossbody bag is crafted of pebbled calfskin leather in rose-toned beige. The bag features an adjustable leather shoulder strap with polished light gold hardware, and a prominent interlocking GG logo stitched on the front. The light gold-knobbed leather tassel zipper pull opens to a natural fiber interior with patch pockets. This is a stylish and classic everyday bag, only from Gucci!",Very G,"Corner wear, edge wear , marks","Scratch(es) , tarnish",Sizing marks,Marks,
