productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Togo Birkin 35 Vert Olive,https://www.fashionphile.com/hermes-togo-birkin-35-vert-olive-447522,"
                                                    $12,105                                            ",Hermes,,447522,Handbags,13.25 ,11 ,7.25 ,4 ,2010,"box, dust bag, rain coat, clochette, lock & 2 key","We guarantee this is an authentic HERMES Togo Birkin 35 Vert Olive or 100% of your money back. This sophisticated handbag is finely crafted of Togo leather in a lovely shade of forest green. The bag features rolled leather top handles, a frontal flap, a hanging clochette and polished palladium hardware including a turn lock and a signature Hermes padlock. The top flap opens to a matching leather interior with zipper and patch pockets. This iconic handbag is a true classic for day or evening from Hermes!",Very G,Marks,"Scratch(es) , protective plastic sticker(s) intact",,,
Togo Bi-Color Horseshoe Birkin 35 Iris Tosca,https://www.fashionphile.com/hermes-togo-bi-color-horseshoe-birkin-35-iris-tosca-447785,"
                                                    $10,950                                            ",Hermes,,447785,Handbags,13.75 ,11 ,7.5 ,4.5 ,2013,"dust bag, lock & two keys, cloc","We guarantee this is an authentic HERMES Togo Bi-Color Horseshoe Birkin 35 Iris Tosca or 100% of your money back. This stylish made to order tote is beautifully crafted of textured togo calfskin leather in purple. The luxurious handbag features pink contrasting stitching, pink rolled leather top handles, a front flap, and strap closure and gold plated hardware including a turn lock and keys. This opens to a chevre goatskin leather interior with a zipper and patch pocket. This is an excellent tote that will be ideal for day or evening with the classical sophistication, only from Hermes!",Very G,"Corner wear, structure wear , edge wear , marks",Scratch(es),"Smoothing of leather , scuffs",Scuffs,
Epsom Kelly Sellier 28 Black,https://www.fashionphile.com/hermes-epsom-kelly-sellier-28-black-448624,"
                                                    $16,430                                            ",Hermes,,448624,Handbags,11.25 ,8.5 ,4.5 ,17.25 ,2017,"box, dust bag, strap, rain coat, clochette, lock, 2 key","We guarantee this is an authentic HERMES Epsom Kelly Sellier 28 Black or 100% of your money back. This stunning Hermes handbag is beautifully crafted of stamped epsom calfskin leather in black. A single rolled leather handle is secured with polished gold hardware, and an optional leather shoulder strap is included. The traditional Kelly turn lock is featured on the small flap, and a hanging leather key clochette accessorizes this handbag. The bag opens to a matching black chevre goatskin leather interior with zipper and patch pockets. Timeless and sophisticated, this Kelly is a wonderful complement to any Hermes collection!",Excell,,Faint scratch(es),,"Scuffs , marks",
Taurillon Clemence Kelly Retourne 28 Bleu Encre,https://www.fashionphile.com/hermes-taurillon-clemence-kelly-retourne-28-bleu-encre-446071,"
                                                    $13,260                                            ",Hermes,,446071,Handbags,11 ,8.5 ,5 ,4.5 ,2018,"dust bag, strap, clochette, lock & 2 keys, rain coa","We guarantee this is an authentic HERMES Taurillon Clemence Kelly Retourne 28 Bleu Encre or 100% of your money back. This chic Kelly handbag is crafted of rich clemence calfskin leather in blue.  The bag features a reinforced rolled leather top handle, an optional shoulder strap, a crossover flap and strap closure, gold plated hardware including a signature Kelly turn lock, a padlock, and a hanging clochette with keys. The flap opens to a matte leather interior with zipper and flat pockets. This is an iconic and very sought after handbag, ideal for occasions that call for the luxury and style only from Hermes!",Excell,,"Protective plastic sticker(s) intact, faint scratch(es)",,"Surface wear, marks",
Swift Constance 24 Rubis,https://www.fashionphile.com/hermes-swift-constance-24-rubis-444343,"
                                                    $10,250                                            ",Hermes,,444343,Crossbody,9 ,7 ,3.5 ,17 ,2011,dust bag,"We guarantee this is an authentic HERMES Swift Constance 24 Rubis or 100% of your money back. This stylish shoulder bag is finely crafted of swift calfskin leather in red. The bag features a long shoulder strap with silver hardware including an H buckle at the flap. This opens to a compact partitioned leather interior with a flat pocket. This is a bold yet sophisticated shoulder bag for day to evening looks, from Hermes!",Very G,"Scuffs , indentations",Scratch(es),,Marks,
Epsom Birkin 35 Orange,https://www.fashionphile.com/hermes-epsom-birkin-35-orange-441475,"
                                                    $8,585                                            ",Hermes,,441475,Handbags,13.25 ,11 ,7 ,3.75 ,2007,"dust bag, rain coat, clochette, lock, 2 key","We guarantee this is an authentic HERMES Epsom Birkin 35 Orange or 100% of your money back. This stylish tote is beautifully crafted of epsom stamped calfskin leather in orange. The bag features rolled leather top handles, a front flap and strap closure with palladium hardware including a turn lock. This opens to a matching goatskin leather interior with a zipper and patch pocket. This timeless and iconic handbag is ideal for day to evening with the classic look of luxury, from Hermes!",Very G,"Corner wear, scuffs , edge wea","Scratch(es) , protective plastic sticker(s) intact",,,
Veau Monsieur Constance 18 Rouge H,https://www.fashionphile.com/hermes-veau-monsieur-constance-18-rouge-h-447051,"
                                                    $11,845                                            ",Hermes,,447051,Shoulder Bags,7.5 ,5.75 ,2.25 ,20 ,2018,dust bag,"We guarantee this is an authentic HERMES Veau Monsieur Constance 18 Rouge H or 100% of your money back. This is a chic small bag that is finely crafted of smooth calfskin leather in dark red. The bag features a leather shoulder strap, a front flap and a polished palladium Hermes H logo clasp. The flap opens to a partitioned dark red leather interior with a patch pocket. This is a fabulous day or evening bag, with classic sophistication, only from Hermes!",New,Faint scuffs,Protective plastic sticker(s) intact,,,
Togo Birkin 25 Blue Jean,https://www.fashionphile.com/hermes-togo-birkin-25-blue-jean-444767,"
                                                    $12,310                                            ",Hermes,,444767,Handbags,9.25 ,8 ,5 ,2.75 ,,"dust bag, clochette, lock, 2 key","We guarantee this is an authentic HERMES Togo Birkin 25 Blue Jean or 100% of your money back. This stylish tote is finely crafted of blue colored togo calfskin leather. The bag features rolled leather top handles, a leather belt and a palladium silver turn lock with a silver padlock and a hanging clochette for the keys. This opens to a leather interior with zipper and patch pockets. This is a beautiful tote for day, from Hermes!",Excell,"dge wear , faint corner wear, splitting",Scratch(es),Edge wear,,Worn serial number(s)
Togo Kelly Retourne 35 Black,https://www.fashionphile.com/hermes-togo-kelly-retourne-35-black-446382,"
                                                    $8,030                                            ",Hermes,,446382,Handbags,13.75 ,9.75 ,4.75 ,4.25 ,,"dust bag, strap, clochette, lock & 2 key",We guarantee this is an authentic HERMES Togo Kelly Retourne 35 Black or 100% of your money back. This chic handbag tote is crafted of luxurious togo calfskin leather in black. The bag features a reinforced leather strap top handle with palladium links and a front flap secured with a strap with a palladium signature Kelly turn lock. This bag includes a padlock and key with a hanging leather clochette and optional leather shoulder strap. The flap opens to a matching leather interior with zipper and patch pockets. This is the perfect handbag for your essentials with the classical sophistication of Hermes!,Very G,"Corner wear, structure wear , smoothing of leather , faint scuffs","Scratch(es) , pitt",Wear at resin glazing,"Scuffs , imprints, pocket(s) stretched",
Chamonix Kelly Sellier 32 Rouge H,https://www.fashionphile.com/hermes-chamonix-kelly-sellier-32-rouge-h-437009,"
                                                    $8,335                                            ",Hermes,,437009,Handbags,13 ,9.5 ,4.75 ,17 ,2001,"rap, clochette, lock, 2 keys, dust bag","We guarantee this is an authentic HERMES Chamonix Kelly Sellier 32 Rouge H or 100% of your money back. This stylish tote is crafted of smooth, matte calfskin leather in red with contrast white stitching. This bag features a reinforced leather top handle with polished palladium silver links, an optional shoulder strap with silver clasps, a cross over flap, strap closure, a signature Kelly silver palladium plated turn lock and padlock as well as a clochette with keys. These open to a red chevre goatskin leather interior with zipper and patch pockets and room for essentials for every occasion with the classical sophistication only from Hermes!",Very G,"Corner wear, scuffs , edge wear , marks","Scratch(es) , plating","Scuffs , marks",Scuffs,
Chevre Mysore Kelly Retourne 35 Ebene,https://www.fashionphile.com/hermes-chevre-mysore-kelly-retourne-35-ebene-400514,"
                                                    $6,500                                            ",Hermes,,400514,Handbags,14 ,9.75 ,5.25 ,17.75 ,2008,"dust bag, clochette, lock, 2 keys, strap, rain coa",We guarantee this is an authentic HERMES Chevre Mysore Kelly Retourne 35 Ebene or 100% of your money back. This chic handbag tote is crafted of luxurious chevre mysore goatskin leather in dark brown. The bag features a reinforced leather strap top handle with palladium links and a front flap secured with a strap with a palladium signature Kelly turn lock. This bag includes a padlock and key with a hanging leather clochette and optional leather shoulder strap. The flap opens to a matching leather interior with zipper and patch pockets. This is the perfect handbag for your essentials with the classical sophistication of Hermes!,Very G,"Corner wear, edge wear , imprints",Faint scratch(es),,,
Taurillon Clemence Kelly Ado Backpack Gold,https://www.fashionphile.com/hermes-taurillon-clemence-kelly-ado-backpack-gold-374727,"
                                                    $12,500                                            ",Hermes,,374727,Backpacks,8.5 ,9.25 ,4 ,19 ,2019,"box, dust bag","We guarantee this is an authentic HERMES Taurillon Clemence Kelly Ado Backpack Gold or 100% of your money back. This chic Kelly backpack is crafted of durable, grained calfskin leather. The bag features adjustable shoulder straps and polished gold plated hardware. The turn lock and leather strap closure opens to a matching gold leather interior with a patched pocket. This is a perfect tote, ideal for every occasion, with the classic sophistication, only from Hermes!",Excell,,"Protective plastic sticker(s) intact, faint scratch(es)",,,
Swift Kelly Retourne 25 Sauge,https://www.fashionphile.com/hermes-swift-kelly-retourne-25-sauge-390105,"
                                                    $15,500                                            ",Hermes,,390105,Handbags,9.75 ,7.25 ,3.75 ,17.75 ,2016,"box, dust bag, clochette, lock, 2 keys, strap, rain coa","We guarantee this is an authentic HERMES Swift Kelly Retourne 25 Sauge or 100% of your money back. This chic and iconic handbag is expertly handcrafted of luxurious calfskin leather in greenish beige. The bag features rolled leather top handles, a frontal flap with a strap closure with palladium hardware including a padlock and leather-covered key clochette. The top flap opens to a swift leather interior with zipper and patch pockets. This sophisticated and timeless Kelly is a true masterpiece, from Hermes!",Excell,"Marks, indentations",Protective plastic sticker(s) intact,,Protective plastic sticker(s) intac,
Epsom Candy Birkin 35 Rose Tyrien Rubis,https://www.fashionphile.com/hermes-epsom-candy-birkin-35-rose-tyrien-rubis-321135,"
                                                    $13,500                                            ",Hermes,,321135,Handbags,14 ,11 ,7.5 ,4 ,2011,"2 dust bags, clochette, lock, 2 key","We guarantee this is an authentic HERMES Epsom Candy Birkin 35 Rose Tyrien Rubis or 100% of your money back. This stunning Birkin is crafted of fine epsom calfskin leather in bright pink. The bag features rolled leather top handles, a crossover flap, strap closure, silver clasps with a silver turn lock and a hanging clochette with keys for the hanging padlock. This opens to a spacious matte leather interior with a zipper and patch pocket. This is an excellent handbag, ideal for every situation, from Hermes!",Excell,"Corner wear, creases, edge wear , faint scuffs",Protective plastic sticker(s) intact,,,
Epsom Constance 18 Black,https://www.fashionphile.com/hermes-epsom-constance-18-black-430684,"
                                                    $12,070                                            ",Hermes,,430684,Crossbody,7.25 ,6 ,1.75 ,20.25 ,2019,"box, dust bag","We guarantee this is an authentic HERMES Epsom Constance 18 Black or 100% of your money back. This stylish shoulder bag is finely crafted of epsom calfskin leather in black. The bag features a cross-body strap with silver hardware including an H buckle at the crossover flap. This opens the bag to a partitioned black leather interior with zipper and patch pockets. This bag is ideal for day or evening wear, from Hermes!",Excell,,Faint scratch(es),,Scuffs,
Epsom Birkin 35 Black,https://www.fashionphile.com/hermes-epsom-birkin-35-black-365219,"
                                                    $16,500                                            ",Hermes,,365219,Handbags,13.75 ,10.75 ,7 ,3.5 ,2017,"dust bag, clochette, lock, 2 key","We guarantee this is an authentic HERMES Epsom Birkin 35 Black or 100% of your money back. This stylish tote is beautifully crafted of epsom calfskin leather in black. The bag features rolled leather top handles, a front flap and strap closure, and polished gold plated hardware including a gold turn lock. This opens to a matching chevre goatskin leather interior with zipper and patch pockets. This is a sophisticated tote that will be ideal for day with the classic, one of a kind classic style, from Hermes!",Excell,Faint scuffs,,,,
Taurillon Clemence Evelyne III PM Crevette,https://www.fashionphile.com/hermes-taurillon-clemence-evelyne-iii-pm-crevette-436212,"
                                                    $2,620                                            ",Hermes,"3,375",436212,Crossbody,11 ,10 ,3.75 ,20 ,2011,dust bag,"We guarantee this is an authentic HERMES Taurillon Clemence Evelyne III PM Crevette or 100% of your money back. This stylish messenger bag is crafted of fine Taurillon Clemence calfskin leather in pink and features a canvas shoulder strap, palladium hardware and a perforated Hermes H oval on the front of the bag. The top of the bag opens with a crossover strap to a matching suede interior. This is a marvelous cross-body messenger bag, ideal for everyday essentials, from Hermes!",Very G,"Faint corner wear, faint scuffs","Tarnished, faint scratch(es), wear on leather at snap","Sizing marks , pilling, marks",Surface wea,
Epsom Constance 24 Gris Asphalte,https://www.fashionphile.com/hermes-epsom-constance-24-gris-asphalte-444106,"
                                                    $12,070                                            ",Hermes,,444106,Handbags,9 ,8 ,2.75 ,18.25 ,2017,"box, dust bag","We guarantee this is an authentic HERMES Epsom Constance 24 Gris Asphalte or 100% of your money back. This stylish shoulder bag is finely crafted of epsom calfskin leather in beige grey. The bag features a long shoulder strap with palladium hardware, including an H buckle on the flap. This opens to a compact partitioned leather interior with a flat and zippered pocket. This is a bold yet sophisticated shoulder bag for day to evening looks, from Hermes!",Excell,,Protective plastic sticker(s) intact,,Scuffs,
Ostrich Constance 24 Rouge Vif,https://www.fashionphile.com/hermes-ostrich-constance-24-rouge-vif-442260,"
                                                    $18,130                                            ",Hermes,,442260,Crossbody,9 ,7 ,2.5 ,16.75 ,2018,"box, dust bag","We guarantee this is an authentic HERMES Ostrich Constance 24 Rouge Vif or 100% of your money back. This stylish shoulder bag is finely crafted of ostrich leather in red. The bag features a long shoulder strap with gold plated hardware, including an H buckle at the flap. This opens to a partitioned smooth leather interior with a flat pocket. This is a bold yet sophisticated shoulder bag for day to evening looks, from Hermes!",Excell,,Scratch(es),Structure wear,"Scuffs , marks",
Togo Kelly Retourne 25 Gold,https://www.fashionphile.com/hermes-togo-kelly-retourne-25-gold-442109,"
                                                    $16,665                                            ",Hermes,,442109,Crossbody,9.5 ,7.5 ,4.25 ,18 ,2019,"lock, 2 keys, raincoat, strap, box, dust bag, cloc","We guarantee this is an authentic HERMES Togo Kelly Retourne 25 Gold or 100% of your money back. This chic and iconic handbag is expertly handcrafted of grained calfskin leather in gold. The bag features rolled leather top handles, a short front flap with a strap closure with polished silver-plated hardware including a padlock and leather covered keys, as well as an optional shoulder strap. The top flap opens to a gold goatskin leather interior with zipper and patch pockets. This sophisticated and timeless Kelly is a true masterpiece, from Hermes!",New,,Protective plastic sticker(s) intact,,Protective plastic sticker(s) intac,
Epsom Birkin 30 Bleu Indigo,https://www.fashionphile.com/hermes-epsom-birkin-30-bleu-indigo-441963,"
                                                    $16,110                                            ",Hermes,,441963,Handbags,11.75 ,10 ,6 ,3.75 ,2017,"box, dust bag, rain coat, clochette, lock, 2 key","We guarantee this is an authentic HERMES Epsom Birkin 30 Bleu Indigo or 100% of your money back. This stylish tote is beautifully crafted of epsom calfskin leather in dark blue. The bag features rolled leather top handles, a front flap and strap closure and polished silver palladium plated hardware including a silver palladium turn lock, padlock, and clochette for keys. This opens to a matching chevre goatskin leather interior with zipper and patch pockets. This is an excellent tote, ideal for any occasion, from Hermes!",New,,,,,
Epsom Constance 24 Etain,https://www.fashionphile.com/hermes-epsom-constance-24-etain-428497,"
                                                    $14,090                                            ",Hermes,,428497,Handbags,9 ,8 ,2.75 ,17.75 ,2019,"box, dust bag","We guarantee this is an authentic HERMES Epsom Constance 24 Etain or 100% of your money back. This stylish shoulder bag is finely crafted of epsom calfskin leather in steel grey. The bag features a long shoulder strap with palladium hardware, including a H buckle on the flap. This opens to a compact partitioned leather interior with a flat and zippered pocket. This is a bold yet sophisticated shoulder bag for day to evening looks, from Hermes!",New,,Protective plastic sticker(s) intact,,,
Togo Kelly Retourne 35 Etain,https://www.fashionphile.com/hermes-togo-kelly-retourne-35-etain-441489,"
                                                    $13,080                                            ",Hermes,,441489,Handbags,13.5 ,9.5 ,4.75 ,17.5 ,2016,"dust bag, strap, rain coat, clochette, lock & 2 key","We guarantee this is an authentic HERMES Togo Kelly Retourne 35 Etain or 100% of your money back. This Kelly handbag is crafted of richly textured calfskin leather in grey. The bag features a reinforced leather top handle with palladium silver hardware links. Included is an optional leather shoulder strap with a crossover flap and a strap closure with a signature Kelly turn lock and padlock, with a clochette and keys. The flap opens to a matte leather interior with zipper and flat pockets. This is an iconic and very sought after handbag, ideal for occasions that call for the luxury and style only from Hermes!",New,Faint corner wea,Protective plastic sticker(s) intact,,,
Epsom Horseshoe Birkin 30 Rose Azalee Jaune D'or,https://www.fashionphile.com/hermes-epsom-horseshoe-birkin-30-rose-azalee-jaune-dor-440543,"
                                                    $15,100                                            ",Hermes,,440543,Handbags,11.5 ,9.75 ,6 ,3.75 ,2017,"dust bag (clochette, lock and keys are not included)","We guarantee this is an authentic HERMES Epsom Horseshoe Birkin 30 Rose Azalee Jaune D'or or 100% of your money back. This exclusive special Birkin handbag is crafted of calfskin leather in bright pink. The handbag features pink rolled leather top handles and a short flap, and a gold plated turn lock closure. The flap opens to a vibrant yellow goatskin leather interior with zipper and patch pockets. Turn heads with this chic handbag, only from Hermes!",Very G,"Corner wear, nicks , marks",Scratch(es),"Scuffs , marks",Edge wea,"Missing key clochette, missing lock and/or key(s)"
Epsom Constance 18 Bleu Zellige,https://www.fashionphile.com/hermes-epsom-constance-18-bleu-zellige-440515,"
                                                    $9,040                                            ",Hermes,,440515,Crossbody,7.25 ,5.5 ,1.5 ,20.5 ,2018,"box, dust bag","We guarantee this is an authentic HERMES Epsom Constance 18 Bleu Zellige or 100% of your money back. This is a chic small bag that is finely crafted of luxurious epsom calfskin leather in bright blue. The bag features a leather cross body shoulder strap, expandable sides, a facing flap and polished silver plated Hermes H logo. The flap opens to a partitioned leather interior with patch pockets. This is a fabulous day or evening bag with the classical sophistication, only from Hermes!",Excell,Scuffs,,,Scuffs,
Evercalf Kelly Retourne 32 Black,https://www.fashionphile.com/hermes-evercalf-kelly-retourne-32-black-403074,"
                                                    $10,950                                            ",Hermes,,403074,Handbags,12.25 ,9.75 ,4.75 ,15 ,2018,"box, dust bag, strap, clochette, lock, 2 keys, rain coa","We guarantee this is an authentic HERMES Evercalf Kelly Retourne 32 Black or 100% of your money back. This is the iconic Kelly in black with all of the style and appeal that it has had since it was made popular by early Hollywood actress Grace Kelly. It is crafted of gorgeous evercalf calfskin leather in black including a smooth handle and an optional shoulder strap. This is complemented by palladium hardware and a prominent twist lock closure with a palladium padlock. The interior is black goatskin leather with zipper pocket and patch pockets. This handbag is a timeless classic that will be as stylish and lovely a generation from now as it is today, from Hermes!",Excell,Faint scuffs,,Wear at resin glazing,,
Epsom Kelly Sellier 25 Black,https://www.fashionphile.com/hermes-epsom-kelly-sellier-25-black-410555,"
                                                    $19,950                                            ",Hermes,,410555,Handbags,9.75 ,7 ,3.75 ,17.5 ,2018,"box, dust bag, strap, rain coat, clochette, lock, 2 key","We guarantee this is an authentic HERMES Epsom Kelly Sellier 25 Black or 100% of your money back. This stunning Hermes classic is beautifully crafted of stamped epsom calfskin leather in black. A single rolled leather top handle is secured with gold plated hardware, and an optional leather shoulder strap is included. The traditional Kelly turn lock secures the small flap with a padlock and a hanging leather key clochette accessorizes this handbag. The interior features a single flat pocket as well as a zipped wide pocket, both in black chèvre goatskin leather. Timeless and sophisticated, this Kelly is a wonderful complement to any Hermes collection!",New,,Protective plastic sticker(s) intact,,,
Swift Kelly Retourne 25 Bleu Saphir,https://www.fashionphile.com/hermes-swift-kelly-retourne-25-bleu-saphir-438101,"
                                                    $12,625                                            ",Hermes,,438101,Handbags,9.75 ,7 ,5 ,2.5 ,2016,"box, dust bag, strap, clochette, lock & 2 key","We guarantee this is an authentic HERMES Swift Kelly Retourne 25 Bleu Saphir or 100% of your money back. This chic and iconic handbag is expertly handcrafted of luxurious calfskin leather in blue. The bag features rolled leather top handles, a frontal flap with a strap closure with gold plated hardware including a padlock and leather clochette. The top flap opens to a leather interior with zipper and patch pockets. This sophisticated and timeless Kelly is a true masterpiece, from Hermes!",Very G,"Structure wear , stretched leather/canvas, faint scuffs, frayed stitch(es)","Protective plastic sticker(s) intact, faint scratch(es)",,,
Epsom Kelly Sellier 35 Black,https://www.fashionphile.com/hermes-epsom-kelly-sellier-35-black-436391,"
                                                    $11,060                                            ",Hermes,,436391,Handbags,14 ,10 ,5 ,17.5 ,2015,"box, dust bag, strap, rain coat, clochette, lock, 2 key","We guarantee this is an authentic HERMES Epsom Kelly Sellier 35 Black or 100% of your money back. This classic tote is crafted of textured black epsom leather, and features a sturdy rolled leather top handle, an optional shoulder strap, and a crossover flap with a polished gold Kelly turn lock and strap closure. This opens to a spacious black leather interior with zipper and patch pockets. This stylish bag is is suitable for every occasion, with the classical sophistication only from Hermes!",Very G,"dge wear , marks, faint corner wear, faint scuffs","Scratch(es) , plating",Marks,"Scuffs , marks",
Evercolor Constance 24 Gold,https://www.fashionphile.com/hermes-evercolor-constance-24-gold-437742,"
                                                    $13,770                                            ",Hermes,,437742,Handbags,9 ,7.25 ,2.5 ,9.5 ,2019,dust bag,"We guarantee this is an authentic HERMES Evercolor Constance 24 Gold or 100% of your money back. This stylish shoulder bag is finely crafted of calfskin leather in golden brown. The bag features a brown shoulder strap with silver palladium plated hardware including an H buckle at the front flap. The flap opens to a matching partitioned leather interior with a patch pocket. This is a bold yet sophisticated shoulder bag for day, from Hermes!",Excell,,Scratch(es),Structure wear,,
Epsom Constance 24 Black,https://www.fashionphile.com/hermes-epsom-constance-24-black-437774,"
                                                    $12,625                                            ",Hermes,,437774,Handbags,9 ,7 ,2.75 ,9.5 ,,box,"We guarantee this is an authentic HERMES Epsom Constance 24 Black or 100% of your money back. This stylish shoulder bag is finely crafted of epsom calfskin leather in black. The bag features a crossbody strap with palladium silver hardware including an H buckle at the front flap. The flap opens to a compact partitioned leather interior with a patch pocket. This bag is ideal for day or evening, from Hermes!",Excell,,Scratch(es),Structure wear,"Scuffs , marks, pocket(s) stretched",
Epsom Kelly Sellier 32 Bleu Brighton,https://www.fashionphile.com/hermes-epsom-kelly-sellier-32-bleu-brighton-434577,"
                                                    $14,090                                            ",Hermes,,434577,Handbags,12.75 ,9.25 ,4.75 ,17.25 ,2018,"box, dust bag, strap, rain coat, clochette, lock, 2 key","We guarantee this is an authentic HERMES Epsom Kelly Sellier 32 Bleu Brighton or 100% of your money back. This iconic tote is crafted of beautifully textured epsom leather in blue. The bag features a sturdy rolled leather top handle, an optional shoulder strap, and a crossover flap and strap closure with a signature palladium silver Kelly turn lock. This opens to a spacious and durable leather interior with zipper and flat pockets. This stylish bag is is suitable for every occasion, with the classic sophistication only from Hermes!",Excell,"Marks, faint scuffs",,Marks,,
Evercolor Constance 18 Rose Pourpre,https://www.fashionphile.com/hermes-evercolor-constance-18-rose-pourpre-433710,"
                                                    $10,605                                            ",Hermes,,433710,Handbags,7.25 ,6 ,1.75 ,20.25 ,2017,"box, dust bag","We guarantee this is an authentic HERMES Evercolor Constance 18 Rose Pourpre or 100% of your money back. This is a chic small bag that is finely crafted of luxurious calfskin leather in fuchsia pink. The shoulder bag features a leather cross body shoulder strap, expandable sides, a front flap and a polished palladium silver Hermes H logo. The flap opens to a partitioned matching leather interior with patch pockets. This is a fabulous day or evening bag with classic sophistication, only from Hermes! ",New,,Protective plastic sticker(s) intact,,,
Evercolor Kelly Retourne 32 Beton,https://www.fashionphile.com/hermes-evercolor-kelly-retourne-32-beton-432198,"
                                                    $13,635                                            ",Hermes,,432198,Handbags,12.25 ,9.25 ,4.75 ,17 ,2018,"lock, 2 keys, strap, dust bag, cloc","We guarantee this is an authentic HERMES Evercolor Kelly Retourne 32 Beton or 100% of your money back. This Kelly handbag is crafted of richly textured calfskin leather in off white. The bag features a reinforced leather top handle with gold hardware links, an optional leather shoulder strap, a crossover flap and a strap closure, a signature Kelly turn lock, a clochette, and keys. The flap opens to a matching matte leather interior with zipper and flat pockets. This is an iconic and very sought after handbag, ideal for occasions that call for the luxury and style only from Hermes!",Excell,Indentations,Protective plastic sticker(s) intact,Edge wear,Protective plastic sticker(s) intac,
Epsom Constance 18 Black,https://www.fashionphile.com/hermes-epsom-constance-18-black-431991,"
                                                    $13,635                                            ",Hermes,,431991,Handbags,7.25 ,5.25 ,2 ,20 ,2019,"box, dust bag","We guarantee this is an authentic HERMES Epsom Constance 18 Black or 100% of your money back. This is a chic small bag that is finely crafted of luxurious epsom calfskin leather in black. The bag features a leather cross body shoulder strap, expandable sides, a facing flap and a rose gold tone Hermes H logo. The flap opens to a partitioned leather interior. This is a fabulous day or evening bag with the classical sophistication, only from Hermes!",Excell,,Protective plastic sticker(s) intact,,Scuffs,
Epsom Birkin 35 Vert Vertigo,https://www.fashionphile.com/hermes-epsom-birkin-35-vert-vertigo-430898,"
                                                    $13,080                                            ",Hermes,,430898,Handbags,14 ,11.5 ,7.25 ,4 ,2018,"box, dust bag, rain coat, clochette, lock & key","We guarantee this is an authentic HERMES Epsom Birkin 35 Vert Vertigo or 100% of your money back. This stylish tote is beautifully crafted of epsom calfskin leather in green. This bag features rolled leather top handles, a frontal flap and strap closure, and polished gold hardware including strap links and a front turn lock with a padlock and a matching clochette for the key. The bag opens to a matching green leather interior with zipper and patch pockets. This is an excellent tote that is ideal for day or evening wear, with the classic, one of a kind style, from Hermes!",Excell,"Corner wear, edge wea",Protective plastic sticker(s) intact,,mprints,
Epsom Birkin 35 Rose Tyrien,https://www.fashionphile.com/hermes-epsom-birkin-35-rose-tyrien-426954,"
                                                    $11,250                                            ",Hermes,,426954,Handbags,15 ,11.25 ,7.5 ,4.25 ,2013,"clochette, lock, 2 key","We guarantee this is an authentic HERMES Epsom Birkin 35 Rose Tyrien or 100% of your money back. This stylish tote is beautifully crafted of epsom calfskin leather in dark pink with contrast white stitching. The bag features rolled leather top handles, a short flap and strap closure and silver plated hardware including a turn lock and padlock and keys. This opens to a matte chevre goatskin interior with zipper and patch pockets. This is an excellent tote that will be ideal for day with the classic, one of a kind classic style, from Hermes!",Very G,"Corner wear, scuffs , structure loss , edge wea","Scratch(es) , plating","Surface wear , edge wear","k marks, scuffs , surface wear, pocket(s) stretched",
Epsom Kelly Sellier 25 Black,https://www.fashionphile.com/hermes-epsom-kelly-sellier-25-black-400081,"
                                                    $19,950                                            ",Hermes,,400081,Crossbody,9.75 ,7 ,3.75 ,18 ,2019,"lock, 2 keys, clochette, box, raincoat, strap, dust bag","We guarantee this is an authentic HERMES Epsom Kelly Sellier 25 Black or 100% of your money back. This stunning Hermes classic handbag is beautifully crafted in stamped epsom calfskin leather in black. A single rolled leather top handle is secured with gold plated hardware and an optional leather shoulder strap is included. The traditional Kelly turn lock secures the small flap with a padlock and a hanging leather key clochette accessorizes this handbag. The interior features a single flat pocket as well as a zipped wide pocket, both in black chèvre goatskin leather. Timeless and sophisticated, this Kelly is a wonderful complement to any Hermes collection!",New,,Protective plastic sticker(s) intact,,,
Togo Birkin 35 Rouge Pivoine,https://www.fashionphile.com/hermes-togo-birkin-35-rouge-pivoine-412761,"
                                                    $12,995                                            ",Hermes,,412761,Handbags,14 ,11 ,7 ,3.75 ,2014,"dust bag, rain coat, clochette, lock, 2 key","We guarantee this is an authentic HERMES Togo Birkin 35 Rouge Pivoine or 100% of your money back. This chic classic handbag is finely crafted of togo calfskin leather in matte red. The bag features rolled leather top handles, a front flap, palladium silver hardware including a turn lock and a signature Hermes padlock with a hanging clochette for the key. The top flap opens to a chevre leather lining with zipper and patch pockets. This is a stylish handbag classic for day or evening, from Hermes!",Excell,Structure wea,Protective plastic sticker(s) intact,,,
